Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Aaron Judge,5,OF,5600,NYY,MIL,5.42,Suter,,2%,L,R,0.431,3%,0.314,8%,2,2,0,0%,4%,9%,12.3,12.3,12.3,2.4,22.1,11.5,2.1,5.0,0.9
Bryce Harper,5,OF,5500,WAS,ATL,5.49,Teheran,0.340,4%,R,L,0.422,7%,0.285,16%,2,3,1,-2%,3%,0%,11.0,10.8,10.8,1.2,20.5,11.8,2.1,7.0,1.3
Paul Goldschmidt,4,1B,5500,ARI,CIN,5.10,Castillo,,-1%,R,R,0.399,-2%,0.235,0%,3,3,0,3%,0%,0%,6.5,11.2,11.3,3.2,19.5,9.7,1.8,5.0,0.9
George Springer,4,OF,5400,HOU,@TOR,4.27,Stroman,0.312,-2%,R,R,0.345,-6%,0.186,-13%,1,1,0,3%,1%,0%,19.0,11.2,11.2,1.0,21.4,9.3,1.7,9.0,1.7
Joey Votto,7,1B,5400,CIN,@ARI,4.40,Walker,0.310,-2%,R,L,0.427,3%,0.255,6%,3,3,0,8%,0%,0%,13.5,10.7,10.5,3.3,17.8,10.0,1.9,20.0,3.7
Charlie Blackmon,3,OF,5400,COL,CWS,5.67,Quintana,0.289,-7%,L,L,0.339,-7%,0.147,-26%,1,1,0,11%,4%,0%,10.2,11.1,10.7,2.2,19.3,9.6,1.8,13.0,2.4
Jose Ramirez,6,2B/3B,5300,CLE,DET,5.17,Verlander,0.288,-7%,R,S,0.326,1%,0.142,5%,5,5,0,4%,0%,-1%,13.7,10.0,10.0,0.8,19.2,8.3,1.6,7.0,1.3
Jake Lamb,5,3B,5300,ARI,CIN,5.10,Castillo,,1%,R,L,0.370,7%,0.237,7%,4,4,1,5%,0%,0%,9.2,10.1,10.0,1.8,18.1,9.5,1.8,3.0,0.6
Mookie Betts,3,OF,5100,BOS,@TB,4.61,Cobb,0.329,0%,R,R,0.367,1%,0.203,0%,1,1,0,-10%,0%,0%,14.0,10.1,9.8,-0.4,20.1,9.5,1.9,3.0,0.6
Jose Altuve,2,2B,5100,HOU,@TOR,4.27,Stroman,0.312,-2%,R,R,0.368,-2%,0.173,3%,x,x,-,0%,0%,0%,15.6,10.7,10.4,2.1,18.6,0.0,0.0,0.0,0.0
Edwin Encarnacion,2,1B,5100,CLE,DET,5.17,Verlander,0.294,-6%,R,R,0.378,0%,0.270,5%,4,4,0,2%,1%,-2%,8.9,8.6,8.7,-0.1,17.5,8.5,1.7,0.0,0.0
Jean Segura,4,SS,5000,SEA,OAK,5.55,Smith,,-1%,R,R,0.337,2%,0.136,3%,1,1,0,-5%,2%,0%,12.4,9.4,9.4,2.1,16.8,7.9,1.6,14.0,2.8
Gary Sanchez,2,C,5000,NYY,MIL,5.42,Suter,,2%,L,R,0.331,-1%,0.283,7%,3,3,0,0%,4%,9%,5.2,9.6,9.6,0.3,19.0,10.3,2.1,0.0,0.0
Nolan Arenado,9,3B,4900,COL,CWS,5.67,Quintana,0.314,-1%,L,R,0.382,1%,0.246,-8%,3,3,0,14%,4%,0%,9.0,9.4,9.5,0.9,18.1,11.3,2.3,16.0,3.3
Carlos Correa,4,SS,4900,HOU,@TOR,4.27,Stroman,0.312,-2%,R,R,0.367,1%,0.207,0%,3,4,1,2%,1%,0%,14.4,10.0,10.0,2.3,17.6,9.3,1.9,2.0,0.4
Carlos Gomez,6,OF,4900,TEX,LAA,5.68,Chavez,0.312,-2%,R,R,0.328,-1%,0.185,-2%,6,6,-1,2%,1%,0%,6.6,8.8,8.8,-0.2,17.8,7.9,1.6,4.0,0.8
Daniel Murphy,7,2B,4800,WAS,ATL,5.49,Teheran,0.340,4%,R,L,0.387,8%,0.230,25%,4,5,1,-1%,3%,0%,9.4,10.1,10.1,1.8,18.3,10.0,2.1,5.0,1.0
Anthony Rizzo,6,1B,4800,CHC,PIT,4.63,Nova,0.356,8%,R,L,0.387,2%,0.254,10%,3,3,0,-3%,2%,0%,9.9,9.8,9.5,1.8,17.3,10.1,2.1,0.0,0.0
Marcell Ozuna,2,OF,4800,MIA,@SF,3.83,Samardzija,0.292,-6%,R,R,0.325,-3%,0.175,-4%,4,4,0,-7%,-1%,0%,10.2,9.6,9.5,0.7,18.4,7.0,1.5,10.0,2.1
Adam Duvall,4,OF,4700,CIN,@ARI,4.40,Walker,0.320,0%,R,R,0.340,0%,0.266,3%,4,4,0,6%,0%,0%,12.6,9.5,9.5,1.0,18.0,8.8,1.9,0.0,0.0
Nelson Cruz,4,OF,4700,SEA,OAK,5.55,Smith,,-1%,R,R,0.368,-5%,0.233,-8%,4,4,0,-5%,2%,0%,9.2,8.9,8.9,1.1,16.7,8.0,1.7,0.0,0.0
Robinson Cano,5,2B,4700,SEA,OAK,5.55,Smith,,1%,R,L,0.371,7%,0.225,24%,3,3,0,-2%,2%,0%,10.1,8.8,8.8,-0.1,17.7,9.1,1.9,0.0,0.0
Justin Smoak,2,1B,4700,TOR,HOU,4.73,Fiers,0.294,-6%,R,S,0.340,4%,0.241,18%,4,4,0,2%,1%,0%,8.5,9.1,9.1,0.5,17.7,8.0,1.7,9.0,1.9
Andrew Benintendi,4,OF,4700,BOS,@TB,4.61,Cobb,0.299,-5%,R,L,0.372,6%,0.208,16%,6,6,-2,-4%,0%,0%,11.5,8.9,8.9,-0.4,18.1,7.9,1.7,2.0,0.4
Corey Seager,6,SS,4700,LAD,KC,5.08,Kennedy,0.319,0%,R,L,0.395,4%,0.217,5%,2,2,0,-2%,5%,3%,13.1,9.2,9.2,0.5,17.8,9.3,2.0,5.0,1.1
Mike Napoli,3,1B,4700,TEX,LAA,5.68,Chavez,0.312,-2%,R,R,0.307,-9%,0.205,-5%,8,8,-1,2%,1%,0%,8.5,7.1,7.1,-0.9,15.1,6.3,1.3,5.0,1.1
Kris Bryant,4,3B,4700,CHC,PIT,4.63,Nova,0.297,-5%,R,R,0.376,-2%,0.227,-5%,2,2,0,1%,2%,0%,10.2,9.4,9.4,0.3,18.5,8.7,1.9,2.0,0.4
Logan Morrison,5,1B,4600,TB,BOS,4.39,Porcello,0.314,-1%,R,L,0.344,5%,0.234,22%,4,4,0,0%,0%,0%,8.7,9.4,9.4,1.0,17.9,8.0,1.7,0.0,0.0
Andrew McCutchen,3,OF,4600,PIT,@CHC,3.37,Arrieta,0.255,-14%,R,R,0.353,-4%,0.187,-7%,3,3,0,6%,2%,0%,12.8,9.3,9.0,1.0,17.0,8.0,1.7,3.0,0.7
Brett Gardner,1,OF,4600,NYY,MIL,5.42,Suter,,-5%,L,L,0.308,-5%,0.122,-12%,1,1,0,2%,3%,8%,9.3,9.7,9.7,1.2,18.2,8.6,1.9,0.0,0.0
Giancarlo Stanton,1,OF,4600,MIA,@SF,3.83,Samardzija,0.292,-6%,R,R,0.353,-7%,0.256,-11%,2,2,0,-9%,-1%,0%,10.1,9.6,9.6,0.4,18.8,7.8,1.7,7.0,1.5
Miguel Sano,6,3B,4600,MIN,BAL,5.53,Miley,0.350,7%,L,R,0.369,2%,0.255,5%,3,3,0,2%,4%,0%,8.6,9.3,9.3,0.9,17.6,10.0,2.2,19.0,4.1
Jose Abreu,7,1B,4600,CWS,@COL,4.83,Hoffman,0.346,1%,R,R,0.357,-2%,0.199,-4%,3,3,0,31%,4%,0%,10.2,9.0,8.8,1.2,16.5,11.9,2.6,13.0,2.8
Adrian Beltre,5,3B,4600,TEX,LAA,5.68,Chavez,0.312,-2%,R,R,0.338,-8%,0.179,-10%,4,4,0,2%,1%,0%,8.8,9.0,9.0,1.9,16.1,7.8,1.7,16.0,3.5
Didi Gregorius,2,SS,4600,NYY,MIL,5.42,Suter,,-5%,L,L,0.289,-6%,0.086,-36%,4,4,0,3%,3%,9%,9.0,8.0,8.0,1.0,15.0,7.7,1.7,4.0,0.9
Ian Desmond,1,1B/OF,4600,COL,CWS,5.67,Quintana,0.314,-1%,L,R,0.340,7%,0.163,8%,x,x,-,0%,0%,0%,6.1,7.6,7.6,0.5,14.7,0.0,0.0,0.0,0.0
Max Kepler,,OF,4600,MIN,BAL,5.53,Miley,0.303,-4%,L,L,0.237,-15%,0.091,-34%,x,x,-,0%,0%,0%,11.2,7.8,7.8,0.1,15.6,0.0,0.0,0.0,0.0
Shin-soo Choo,5,OF,4500,TEX,LAA,5.68,Chavez,0.327,2%,R,L,0.364,7%,0.190,24%,1,1,0,1%,1%,0%,6.2,8.4,8.4,0.8,16.0,9.8,2.2,8.0,1.8
Mark Reynolds,5,1B,4500,COL,CWS,5.67,Quintana,0.314,-1%,L,R,0.300,-10%,0.149,-17%,4,4,0,12%,4%,0%,5.6,8.7,8.9,0.4,17.4,8.8,2.0,12.0,2.7
Justin Turner,6,3B,4500,LAD,KC,5.08,Kennedy,0.320,0%,R,R,0.391,5%,0.216,10%,3,3,0,-4%,5%,3%,10.8,9.4,9.4,2.6,16.1,9.2,2.0,4.0,0.9
Steven Souza Jr.,3,OF,4500,TB,BOS,4.39,Porcello,0.321,0%,R,R,0.335,2%,0.199,6%,5,5,-2,-4%,0%,0%,10.4,9.0,8.9,0.1,17.6,7.2,1.6,5.0,1.1
Khris Davis,4,OF,4500,OAK,@SEA,4.45,Moore,,-1%,R,R,0.361,2%,0.283,4%,x,x,-,0%,0%,0%,11.0,8.8,9.0,0.5,17.5,0.0,0.0,0.0,0.0
Justin Bour,3,1B,4500,MIA,@SF,3.83,Samardzija,0.328,2%,R,L,0.359,2%,0.240,5%,5,5,0,-7%,-1%,0%,7.1,8.9,8.9,0.3,17.6,7.6,1.7,14.0,3.1
Mike Trout,,OF,4500,LAA,@TEX,4.82,Ross,0.268,-11%,R,R,0.423,1%,0.288,6%,x,x,-,0%,0%,0%,12.1,12.5,12.5,5.4,19.6,0.0,0.0,0.0,0.0
Eric Hosmer,2,1B,4500,KC,@LAD,3.92,McCarthy,0.310,-2%,R,L,0.364,6%,0.184,17%,4,4,0,-4%,5%,3%,10.2,8.4,8.1,1.9,14.2,8.8,2.0,6.0,1.3
Brandon Belt,1,1B/OF,4500,SF,MIA,4.67,TBA,,%,,L,,%,,%,5,5,0,-4%,-1%,0%,10.3,8.4,8.3,1.0,15.7,7.5,1.7,16.0,3.6
A.J. Pollock,2,OF,4500,ARI,CIN,5.10,Castillo,,-1%,R,R,0.365,1%,0.173,-7%,x,x,-,0%,0%,0%,5.5,9.1,9.1,1.3,16.8,0.0,0.0,0.0,0.0
Starling Marte,,OF,4500,PIT,@CHC,3.37,Arrieta,0.255,-14%,R,R,0.351,0%,0.155,3%,x,x,-,0%,0%,0%,8.2,7.8,7.8,-1.9,17.4,0.0,0.0,0.0,0.0
Melky Cabrera,4,OF,4500,CWS,@COL,4.83,Hoffman,0.291,-2%,R,S,0.328,1%,0.137,-1%,2,2,0,28%,4%,0%,10.2,7.6,7.7,1.0,14.4,10.4,2.3,0.0,0.0
Scooter Gennett,5,2B/OF,4500,CIN,@ARI,4.40,Walker,0.310,-2%,R,L,0.333,7%,0.172,12%,5,2,-2,9%,0%,0%,12.3,10.1,10.1,-1.4,21.7,8.1,1.8,16.0,3.6
Trea Turner,,SS,4500,WAS,ATL,5.49,Teheran,0.264,-12%,R,R,0.377,7%,0.210,17%,x,x,-,0%,0%,0%,13.4,10.9,10.9,1.0,20.8,0.0,0.0,0.0,0.0
David Dahl,,OF,4500,COL,CWS,5.67,Quintana,0.289,-7%,L,L,0.320,-7%,0.063,-26%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ian Happ,5,2B/OF,4500,CHC,PIT,4.63,Nova,0.356,8%,R,S,0.367,4%,0.305,18%,4,4,0,-2%,2%,0%,9.0,9.1,9.1,0.1,18.1,8.1,1.8,14.0,3.1
Andrelton Simmons,2,SS,4400,LAA,@TEX,4.82,Ross,0.268,-11%,R,R,0.307,1%,0.097,-8%,6,6,-1,8%,1%,0%,8.0,7.6,7.6,1.2,14.1,6.6,1.5,11.0,2.5
Carlos Santana,3,1B,4400,CLE,DET,5.17,Verlander,0.288,-7%,R,S,0.356,2%,0.232,19%,7,7,0,4%,0%,-2%,9.1,7.5,7.8,0.6,15.0,7.5,1.7,16.0,3.6
Justin Upton,3,OF,4400,DET,@CLE,4.33,Clevinger,0.343,1%,R,R,0.351,-1%,0.230,1%,3,3,0,5%,1%,-2%,9.1,8.8,8.8,1.0,16.6,9.1,2.1,3.0,0.7
Josh Reddick,5,OF,4400,HOU,@TOR,4.27,Stroman,0.298,-5%,R,L,0.366,11%,0.192,23%,2,2,1,2%,1%,0%,18.4,9.6,9.6,1.5,17.6,9.6,2.2,3.0,0.7
Logan Forsythe,,2B/3B,4400,LAD,KC,5.08,Kennedy,0.320,0%,R,R,0.320,-4%,0.128,-21%,x,x,-,0%,0%,0%,10.1,7.0,7.0,0.3,13.6,0.0,0.0,0.0,0.0
Marwin Gonzalez,1,3B/OF,4400,HOU,@TOR,4.27,Stroman,0.298,-5%,R,S,0.329,-1%,0.166,-2%,5,9,1,2%,1%,0%,10.0,9.5,9.5,1.7,17.2,7.3,1.7,14.0,3.2
Joe Mauer,,1B,4300,MIN,BAL,5.53,Miley,0.303,-4%,L,L,0.310,-4%,0.096,-17%,x,x,-,0%,0%,0%,8.5,7.4,7.4,1.2,13.7,0.0,0.0,0.0,0.0
Nomar Mazara,6,OF,4300,TEX,LAA,5.68,Chavez,0.327,2%,R,L,0.337,5%,0.191,17%,3,3,0,2%,1%,0%,8.1,8.3,8.3,0.7,15.8,8.7,2.0,7.0,1.6
Mike Moustakas,2,3B,4300,KC,@LAD,3.92,McCarthy,0.310,-2%,R,L,0.357,6%,0.228,10%,6,6,0,-1%,6%,3%,12.3,9.1,9.1,1.3,16.8,8.9,2.1,0.0,0.0
Cameron Maybin,4,OF,4300,LAA,@TEX,4.82,Ross,0.268,-11%,R,R,0.326,2%,0.112,1%,1,1,0,8%,1%,0%,4.4,8.9,8.9,0.0,17.8,8.1,1.9,6.0,1.4
Buster Posey,4,1B/C,4300,SF,MIA,4.67,TBA,,%,,R,,%,,%,4,4,0,-5%,-1%,0%,6.2,8.3,8.3,1.8,14.8,7.7,1.8,7.0,1.6
Tommy Pham,,OF,4300,STL,NYM,4.97,Wheeler,0.321,2%,R,R,0.351,0%,0.210,1%,3,2,-1,-1%,4%,0%,11.5,9.7,9.7,0.4,18.9,8.5,2.0,17.0,4.0
Michael Conforto,,OF,4300,NYM,@STL,4.53,Wainwright,0.321,0%,R,L,0.369,5%,0.248,9%,x,x,-,0%,0%,0%,7.3,10.1,10.1,0.6,19.6,0.0,0.0,0.0,0.0
Chris Davis,,1B,4300,BAL,@MIN,5.47,Mejia,,-4%,L,L,0.325,-7%,0.210,-19%,x,x,-,0%,0%,0%,6.3,7.4,7.4,-0.9,15.8,0.0,0.0,0.0,0.0
Chris Taylor,1,2B/OF,4300,LAD,KC,5.08,Kennedy,0.320,0%,R,R,0.296,-5%,0.157,5%,5,6,-1,-4%,4%,2%,9.3,9.3,9.3,0.4,18.1,7.1,1.7,0.0,0.0
Yonder Alonso,2,1B,4300,OAK,@SEA,4.45,Moore,,1%,R,L,0.336,4%,0.152,6%,3,3,1,0%,2%,0%,7.7,8.9,8.9,0.6,17.3,8.3,1.9,16.0,3.7
Raimel Tapia,2,OF,4300,COL,CWS,5.67,Quintana,0.289,-7%,L,L,,-7%,,-22%,7,7,-3,11%,3%,0%,11.0,8.0,8.0,0.0,15.9,7.1,1.7,5.0,1.2
Willson Contreras,3,C,4200,CHC,PIT,4.63,Nova,0.297,-5%,R,R,0.343,-1%,0.206,2%,6,7,-1,0%,2%,0%,10.0,7.2,7.2,-0.2,14.6,6.6,1.6,0.0,0.0
Mark Trumbo,3,OF,4200,BAL,@MIN,5.47,Mejia,0.334,3%,L,R,0.334,-3%,0.234,2%,5,4,0,4%,4%,0%,7.7,7.4,7.4,0.0,14.9,8.9,2.1,16.0,3.8
Michael A. Taylor,,OF,4200,WAS,ATL,5.49,Teheran,0.264,-12%,R,R,0.286,-4%,0.154,-4%,x,x,-,0%,0%,0%,9.2,8.7,8.7,0.1,17.3,0.0,0.0,0.0,0.0
Rougned Odor,9,2B,4200,TEX,LAA,5.68,Chavez,0.327,2%,R,L,0.329,3%,0.234,16%,5,5,0,1%,1%,0%,12.2,7.0,7.4,-0.3,15.0,8.9,2.1,5.0,1.2
Chris Owings,3,OF/SS,4200,ARI,CIN,5.10,Castillo,,-1%,R,R,0.297,0%,0.134,-2%,5,5,0,4%,0%,0%,9.9,8.8,8.8,1.0,16.5,7.7,1.8,0.0,0.0
Eduardo Escobar,3,3B/SS,4200,MIN,BAL,5.53,Miley,0.350,7%,L,S,0.330,5%,0.178,15%,2,6,3,2%,3%,0%,7.4,7.4,7.4,-0.2,14.9,8.8,2.1,0.0,0.0
Cody Bellinger,8,1B/OF,4200,LAD,KC,5.08,Kennedy,0.319,0%,R,L,0.384,4%,0.365,18%,4,4,0,-2%,6%,3%,4.2,10.5,10.5,0.0,21.0,9.7,2.3,27.0,6.4
Dexter Fowler,1,OF,4200,STL,NYM,4.97,Wheeler,0.342,5%,R,S,0.343,-3%,0.184,7%,x,x,-,0%,0%,0%,11.9,8.5,8.5,0.6,16.3,0.0,0.0,0.0,0.0
J.D. Martinez,4,OF,4200,DET,@CLE,4.33,Clevinger,0.343,1%,R,R,0.371,-2%,0.244,-3%,5,5,-1,5%,1%,-2%,8.4,9.4,9.4,-0.6,19.4,8.6,2.0,7.0,1.7
Dee Gordon,2,2B,4200,MIA,@SF,3.83,Samardzija,0.328,2%,R,L,0.316,1%,0.077,4%,1,1,0,5%,-1%,0%,8.7,8.7,8.7,1.7,15.8,9.0,2.1,7.0,1.7
Whit Merrifield,0,2B,4200,KC,@LAD,3.92,McCarthy,0.304,-3%,R,R,0.305,-4%,0.136,-1%,1,1,0,-9%,4%,2%,11.8,8.2,8.2,1.0,15.5,7.1,1.7,12.0,2.9
Ben Gamel,3,OF,4200,SEA,OAK,5.55,Smith,,1%,R,L,0.330,0%,0.098,-11%,2,2,1,-3%,2%,0%,4.7,7.9,7.9,0.4,15.4,7.3,1.7,7.0,1.7
Jonathan Schoop,3,2B,4200,BAL,@MIN,5.47,Mejia,0.334,3%,L,R,0.286,-13%,0.140,-27%,3,6,0,4%,4%,0%,6.5,8.5,8.3,0.8,15.7,8.1,1.9,16.0,3.8
Daniel Descalso,3,2B/OF,4200,ARI,CIN,5.10,Castillo,,1%,R,L,0.323,4%,0.163,13%,1,8,4,5%,0%,0%,10.2,7.3,7.3,0.8,13.8,8.1,1.9,0.0,0.0
Domingo Santana,2,OF,4200,MIL,@NYY,4.08,Severino,0.309,-2%,R,R,0.333,-5%,0.171,-11%,5,x,-1,0%,3%,8%,12.2,8.9,8.9,1.5,16.3,8.2,2.0,20.0,4.8
DJ LeMahieu,7,2B,4100,COL,CWS,5.67,Quintana,0.314,-1%,L,R,0.345,0%,0.096,-3%,2,2,0,12%,3%,0%,6.4,7.7,7.6,0.5,14.7,9.1,2.2,7.0,1.7
Aaron Altherr,0,OF,4100,PHI,SD,4.39,Chacin,0.286,-7%,R,R,0.332,1%,0.178,-6%,x,x,-,0%,0%,0%,8.4,8.9,8.9,1.0,16.8,0.0,0.0,2.0,0.5
Mallex Smith,3,OF,4100,TB,BOS,4.39,Porcello,0.314,-1%,R,L,0.355,6%,0.128,4%,1,1,3,-1%,0%,0%,7.3,8.7,8.7,-0.2,17.7,8.7,2.1,11.0,2.7
Anthony Rendon,0,3B,4100,WAS,ATL,5.49,Teheran,0.264,-12%,R,R,0.340,-3%,0.174,1%,5,6,1,0%,3%,0%,9.6,9.3,9.3,-1.2,19.8,7.3,1.8,5.0,1.2
Francisco Lindor,8,SS,4100,CLE,DET,5.17,Verlander,0.288,-7%,R,S,0.338,-1%,0.160,-1%,2,2,0,4%,0%,-2%,8.2,7.9,8.2,0.4,16.1,8.3,2.0,7.0,1.7
Gerardo Parra,1,OF,4100,COL,CWS,5.67,Quintana,0.289,-7%,L,L,0.266,-12%,0.070,-46%,5,x,0,11%,4%,0%,13.9,8.3,8.3,0.8,15.9,7.0,1.7,9.0,2.2
Xander Bogaerts,0,SS,4100,BOS,@TB,4.61,Cobb,0.329,0%,R,R,0.336,-2%,0.133,-1%,3,3,0,-10%,0%,0%,6.5,8.5,8.5,1.3,15.8,7.5,1.8,5.0,1.2
Zack Cozart,1,SS,4100,CIN,@ARI,4.40,Walker,0.320,0%,R,R,0.333,0%,0.183,0%,2,x,0,11%,0%,0%,3.8,9.1,9.1,0.8,17.5,8.4,2.0,14.0,3.4
Denard Span,1,OF,4100,SF,MIA,4.67,TBA,,%,,L,,%,,%,1,1,0,-1%,-1%,0%,10.6,8.3,8.3,0.6,16.0,7.7,1.9,2.0,0.5
Todd Frazier,5,3B,4100,CWS,@COL,4.83,Hoffman,0.346,1%,R,R,0.326,-3%,0.217,-7%,4,5,0,27%,4%,0%,9.9,7.9,7.9,0.4,15.4,10.8,2.6,8.0,2.0
Lonnie Chisenhall,4,OF,4100,CLE,DET,5.17,Verlander,0.288,-7%,R,L,0.326,1%,0.172,11%,6,6,0,4%,0%,-2%,8.7,9.3,9.3,1.0,17.6,7.2,1.8,9.0,2.2
