"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","Projection_fc","Projection_dfn_perturbed","RankTargets","RollingTargetPctg","Projection_reg","Projection_reg_split","FreqInd","Actual","ValueWR"
"QB","Joe Webb (7451537)","Joe Webb",7451537,5000,"Min@Car 01:00PM ET","Car","Joe","Webb","Min",0,0,0,0,10,0,0,0,1,0,0
"QB","Case Keenum (7451540)","Case Keenum",7451540,5000,"LA@TB 04:05PM ET","LA","Case","Keenum","TB",11.39,13,11.5,13,0,0,11.5837897788582,11.4290840136328,1,14.7,0
"QB","Mike Glennon (7451541)","Mike Glennon",7451541,5000,"LA@TB 04:05PM ET","TB","Mike","Glennon","LA",0,0,0,0,0,0,0,0,1,0,0
"QB","Ryan Griffin (7451542)","Ryan Griffin",7451542,5000,"LA@TB 04:05PM ET","TB","Ryan","Griffin","LA",0,0,0,0,6,0.0597014925373134,0,0,1,0,0
"QB","Sean Mannion (7451543)","Sean Mannion",7451543,5000,"LA@TB 04:05PM ET","LA","Sean","Mannion","TB",0,0,0,0,0,0,0,0,1,0,0
"QB","Jared Goff (7451545)","Jared Goff",7451545,5000,"LA@TB 04:05PM ET","LA","Jared","Goff","TB",0,0,0,0,0,0,0,0,1,0,0
"QB","Colin Kaepernick (7451546)","Colin Kaepernick",7451546,5000,"SF@Sea 04:05PM ET","SF","Colin","Kaepernick","Sea",0,1.1,0,1.1,0,0,0.549925741539768,0.282752906959279,1,0,0
"QB","Christian Ponder (7451547)","Christian Ponder",7451547,5000,"SF@Sea 04:05PM ET","SF","Christian","Ponder","Sea",0,0,0,0,0,0,0,0,1,0,0
"QB","Blaine Gabbert (7451549)","Blaine Gabbert",7451549,5000,"SF@Sea 04:05PM ET","SF","Blaine","Gabbert","Sea",14.52,12.4,12.15,12.4,10,0.0136986301369863,12.6811093788001,13.4973087010464,1,6,0
"QB","Trevone Boykin (7451550)","Trevone Boykin",7451550,5000,"SF@Sea 04:05PM ET","Sea","Trevone","Boykin","SF",0,0,0,0,0,0,0,0,1,5.4,0
"RB","Christine Michael (7451650)","Christine Michael",7451650,5000,"SF@Sea 04:05PM ET","Sea","Christine","Michael","SF",16.12,15.6,13.28,15.6,0,0,14.9951574284772,15.4559411020435,0,28.1,0
"QB","Nick Foles (7451553)","Nick Foles",7451553,5000,"NYJ@KC 04:25PM ET","KC","Nick","Foles","NYJ",0,0,0,0,0,0,0,0,1,0,0
"QB","Bryce Petty (7451554)","Bryce Petty",7451554,5000,"NYJ@KC 04:25PM ET","NYJ","Bryce","Petty","KC",0,0,0,0,0,0,0,0,1,0,0
"QB","Geno Smith (7451555)","Geno Smith",7451555,5000,"NYJ@KC 04:25PM ET","NYJ","Geno","Smith","KC",0,0,0,0,0,0,0,0,1,0,0
"QB","Tyler Bray (7451556)","Tyler Bray",7451556,5000,"NYJ@KC 04:25PM ET","KC","Tyler","Bray","NYJ",0,0,0,0,0,0,0,0,1,0,0
"QB","Christian Hackenberg (7451557)","Christian Hackenberg",7451557,5000,"NYJ@KC 04:25PM ET","NYJ","Christian","Hackenberg","KC",0,0,0,0,0,0,0,0,1,0,0
"QB","Kellen Clemens (7451558)","Kellen Clemens",7451558,5000,"SD@Ind 04:25PM ET","SD","Kellen","Clemens","Ind",0,0,0,0,0,0,0,0,1,0,0
"QB","Scott Tolzien (7451560)","Scott Tolzien",7451560,5000,"SD@Ind 04:25PM ET","Ind","Scott","Tolzien","SD",0,0,0,0,0,0,0,0,1,0,0
"RB","Frank Gore (7451665)","Frank Gore",7451665,5000,"SD@Ind 04:25PM ET","Ind","Frank","Gore","SD",11.92,12,11.94,12,6,0.102272727272727,11.3204572611574,11.5483619161576,0,15.3,0
"QB","Chase Daniel (7451563)","Chase Daniel",7451563,5000,"Pit@Phi 04:25PM ET","Phi","Chase","Daniel","Pit",0,0,0,0,0,0,0,0,1,0,0
"QB","Landry Jones (7451564)","Landry Jones",7451564,5000,"Pit@Phi 04:25PM ET","Pit","Landry","Jones","Phi",0,0,0,0,0,0,0,0,1,0,0
"QB","Zach Mettenberger (7451565)","Zach Mettenberger",7451565,5000,"Pit@Phi 04:25PM ET","Pit","Zach","Mettenberger","Phi",0,0,0,0,0,0,0,0,0,0,0
"QB","Brian Hoyer (7451569)","Brian Hoyer",7451569,5000,"Chi@Dal 08:30PM ET","Chi","Brian","Hoyer","Dal",14.01,16.8,15.9,16.8,0,0,14.6531406712797,14.2661953102462,1,22.4,0
"QB","Mark Sanchez (7451570)","Mark Sanchez",7451570,5000,"Chi@Dal 08:30PM ET","Dal","Mark","Sanchez","Chi",0,1.6,0,1.6,0,0,0.799891987694209,0.411276955577134,1,0,0
"WR","DeVante Parker (7451731)","DeVante Parker",7451731,4900,"Cle@Mia 01:00PM ET","Mia","DeVante","Parker","Cle",12.78,21.15,11.34,14.1,2,0.180555555555556,12.7542324349362,12.6988051086431,0,14.1,1
"RB","Theo Riddick (7451618)","Theo Riddick",7451618,4900,"Det@GB 01:00PM ET","Det","Theo","Riddick","GB",14.37,13.9,15.53,13.9,5,0.120481927710843,13.3640458602989,13.7763734884772,0,11.8,0
"RB","Charles Sims (7451643)","Charles Sims",7451643,4900,"LA@TB 04:05PM ET","TB","Charles","Sims","LA",13.14,16,13.49,16,5,0.0886075949367089,13.8648135870381,13.4428141536055,0,24.4,0
"WR","John Brown (7451697)","John Brown",7451697,4800,"Ari@Buf 01:00PM ET","Ari","John","Brown","Buf",9.96,9.2,10.8,9.2,4,0.108108108108108,9.04567279168888,9.43693109384011,0,13,0
"RB","Jonathan Stewart (7451633)","Jonathan Stewart",7451633,4800,"Min@Car 01:00PM ET","Car","Jonathan","Stewart","Min",0,0,0,0,7,0.0540540540540541,0,0,0,0,0
"WR","Quincy Enunwa (7451810)","Quincy Enunwa",7451810,4800,"NYJ@KC 04:25PM ET","NYJ","Quincy","Enunwa","KC",9.92,8.8,8.91,8.8,3,0.191780821917808,8.82784319290811,9.30570989269976,0,7.7,0
"WR","Tajae Sharpe (7451711)","Tajae Sharpe",7451711,4700,"Oak@Ten 01:00PM ET","Ten","Tajae","Sharpe","Oak",14.03,12.8,13.02,12.8,1,0.253333333333333,12.6623390029727,13.2522039024264,0,7.8,0
"WR","Victor Cruz (7451714)","Victor Cruz",7451714,4700,"Was@NYG 01:00PM ET","NYG","Victor","Cruz","Was",10.38,8.7,10.5,8.7,2,0.164383561643836,8.98320086503523,9.606627648806,0,10,0
"RB","Isaiah Crowell (7451602)","Isaiah Crowell",7451602,4700,"Cle@Mia 01:00PM ET","Cle","Isaiah","Crowell","Mia",10.5,13.1,11.37,13.1,6,0.0666666666666667,11.236473636766,10.8228451633813,0,7.9,0
"TE","Travis Kelce (7451924)","Travis Kelce",7451924,4700,"NYJ@KC 04:25PM ET","KC","Travis","Kelce","NYJ",12.74,12.3,11.86,12.3,2,0.168674698795181,11.836497346923,12.2077165713727,0,20.9,0
"TE","Julius Thomas (7451878)","Julius Thomas",7451878,4600,"Bal@Jax 01:00PM ET","Jax","Julius","Thomas","Bal",12.85,9.5,12.62,9.5,4,0.147727272727273,10.4857920235655,11.5660872952894,0,3.3,0
"RB","Ameer Abdullah (7451621)","Ameer Abdullah",7451621,4600,"Det@GB 01:00PM ET","Det","Ameer","Abdullah","GB",0,0,0,0,6,0.0602409638554217,0,0,0,0,0
"TE","Antonio Gates (7451930)","Antonio Gates",7451930,4600,"SD@Ind 04:25PM ET","SD","Antonio","Gates","Ind",0,0,0,0,3,0.136363636363636,0,0,0,0,0
"WR","Markus Wheaton (7451830)","Markus Wheaton",7451830,4600,"Pit@Phi 04:25PM ET","Pit","Markus","Wheaton","Phi",10.26,9.5,8.06,9.5,10,0,9.32957705331068,9.72706023985636,0,1.2,0
"TE","Tyler Eifert (7451894)","Tyler Eifert",7451894,4500,"Den@Cin 01:00PM ET","Cin","Tyler","Eifert","Den",0,0,0,0,10,0,0,0,0,0,0
"RB","Carlos Hyde (7451651)","Carlos Hyde",7451651,4400,"SF@Sea 04:05PM ET","SF","Carlos","Hyde","Sea",10.98,10.4,10.79,10.4,4,0.0821917808219178,10.1009351298186,10.4696388477978,0,28.5,0
"WR","Phillip Dorsett (7451824)","Phillip Dorsett",7451824,4400,"SD@Ind 04:25PM ET","Ind","Phillip","Dorsett","SD",12.56,11.9,12.97,11.9,3,0.113636363636364,11.556169641642,11.9770885023711,0,5.7,0
"RB","Giovani Bernard (7451625)","Giovani Bernard",7451625,4300,"Den@Cin 01:00PM ET","Cin","Giovani","Bernard","Den",10.6,12,12.78,12,2,0.183908045977011,10.7311893998692,10.6110971620372,0,9.4,0
"WR","Torrey Smith (7451797)","Torrey Smith",7451797,4300,"SF@Sea 04:05PM ET","SF","Torrey","Smith","Sea",11.06,11,7.13,11,2,0.219178082191781,10.4366078289183,10.6806716306313,0,6.5,0
"WR","Tyrell Williams (7451826)","Tyrell Williams",7451826,4300,"SD@Ind 04:25PM ET","SD","Tyrell","Williams","Ind",13.32,13.1,12.59,13.1,2,0.166666666666667,12.4953640676998,12.8251835017293,0,12.9,0
"TE","Jason Witten (7451942)","Jason Witten",7451942,4300,"Chi@Dal 08:30PM ET","Dal","Jason","Witten","Chi",10.41,11.9,11.31,11.9,2,0.233766233766234,10.5963772918166,10.4504830316448,0,4.5,0
"RB","Duke Johnson Jr. (7451605)","Duke Johnson",7451605,4200,"Cle@Mia 01:00PM ET","Cle","Duke","Johnson","Mia",9.02,11.3,10.56,11.3,3,0.183333333333333,9.67590088189292,9.30928598525244,0,13.1,0
"WR","Anquan Boldin (7451750)","Anquan Boldin",7451750,4200,"Det@GB 01:00PM ET","Det","Anquan","Boldin","GB",9.55,8.2,8.55,8.2,3,0.144578313253012,8.36271013034352,8.88876288358218,0,12.2,0
"WR","Tyler Lockett (7451805)","Tyler Lockett",7451805,4200,"SF@Sea 04:05PM ET","Sea","Tyler","Lockett","SF",12.2,13.8,11.54,13.8,2,0.213333333333333,12.3453319603139,12.2098622269043,0,0,0
"RB","Matt Jones (7451597)","Matt Jones",7451597,4100,"Was@NYG 01:00PM ET","Was","Matt","Jones","NYG",10.34,11.8,11.2,11.8,8,0.0232558139534884,10.5151349893355,10.3750747879906,0,9.9,0
"WR","Steve Smith Sr. (7451738)","Steve Smith",7451738,4100,"Bal@Jax 01:00PM ET","Bal","Steve","Smith","Jax",11.28,11.6,10.25,11.6,2,0.194444444444444,10.8347786345184,10.9911112813261,0,16.7,0
"WR","Davante Adams (7451758)","Davante Adams",7451758,4100,"Det@GB 01:00PM ET","GB","Davante","Adams","Det",10.06,9.5,9.2,9.5,3,0.207792207792208,9.24029404402459,9.585050428626,0,10.3,0
"WR","Devin Funchess (7451782)","Devin Funchess",7451782,4100,"Min@Car 01:00PM ET","Car","Devin","Funchess","Min",7.72,6.6,7.77,6.6,3,0.108108108108108,6.74587860768161,7.17809615524731,0,0,0
"WR","Tavon Austin (7451789)","Tavon Austin",7451789,4100,"LA@TB 04:05PM ET","LA","Tavon","Austin","TB",11.6,13.7,9.86,13.7,1,0.328125,12.0274896832248,11.7581279834897,0,21.4,0
"RB","Jay Ajayi (7451601)","Jay Ajayi",7451601,4000,"Cle@Mia 01:00PM ET","Mia","Jay","Ajayi","Cle",6.62,9.2,10.05,10.1378947674465,6,0.0555555555555556,7.55464653661121,7.06536724629321,0,8.8,0
"TE","Gary Barnidge (7451869)","Gary Barnidge",7451869,4000,"Cle@Mia 01:00PM ET","Cle","Gary","Barnidge","Mia",9.3,9.7,9.06,4.21248217057057,4,0.116666666666667,9.00100510719923,9.0968227653978,0,13.6,0
"RB","James Starks (7451616)","James Starks",7451616,4000,"Det@GB 01:00PM ET","GB","James","Starks","Det",6.72,6.9,5.69,5.84045974964032,7,0.025974025974026,6.44944330894383,6.54516152826626,0,1.8,0
"WR","Kevin White (7451847)","Kevin White",7451847,4000,"Chi@Dal 08:30PM ET","Chi","Kevin","White","Dal",8.9,11.6,9.95,11.6,2,0.220338983050847,9.77231082401393,9.30119452768494,0,12.2,0
"WR","Pierre Garcon (7451717)","Pierre Garcon",7451717,3900,"Was@NYG 01:00PM ET","Was","Pierre","Garcon","NYG",9.61,9.7,7.99,8.75159393238294,4,0.13953488372093,9.13939377159267,9.31693797280485,0,10.9,0
"RB","Justin Forsett (7451607)","Justin Forsett",7451607,3900,"Bal@Jax 01:00PM ET","Bal","Justin","Forsett","Jax",10.31,12.6,11.16,14.3961242654655,9,0,10.9016885317897,10.5594117940946,0,9.2,0
"RB","Chris Ivory (7451608)","Chris Ivory",7451608,3900,"Bal@Jax 01:00PM ET","Jax","Chris","Ivory","Bal",9.8,8,6.75,8,11,0,8.37432739348935,9.01486552817298,0,3.3,0
"WR","Vincent Jackson (7451785)","Vincent Jackson",7451785,3900,"LA@TB 04:05PM ET","TB","Vincent","Jackson","LA",11,14,9.05,15.2377680186072,2,0.189873417721519,11.9096204030592,11.4092129789694,0,6.7,0
"WR","Kenny Britt (7451786)","Kenny Britt",7451786,3900,"LA@TB 04:05PM ET","LA","Kenny","Britt","TB",9.33,9.6,7.66,8.67875875596776,2,0.25,8.96440430936125,9.09241942735878,0,6.8,0
"WR","Eli Rogers (7451834)","Eli Rogers",7451834,3900,"Pit@Phi 04:25PM ET","Pit","Eli","Rogers","Phi",8.79,6.2,10.01,5.45335236459401,4,0.126760563380282,7.02356971043862,7.83502940643542,0,5.2,0
"TE","Zach Ertz (7451938)","Zach Ertz",7451938,3900,"Pit@Phi 04:25PM ET","Phi","Zach","Ertz","Pit",0,0,0,0,3,0.115942028985507,0,0,0,0,0
"WR","Jamison Crowder (7451723)","Jamison Crowder",7451723,3800,"Was@NYG 01:00PM ET","Was","Jamison","Crowder","NYG",10.88,8.9,8.15,12.9435686407669,1,0.197674418604651,9.30639488671222,10.013061796329,0,17.8,0
"RB","Fozzy Whittaker (7451634)","Fozzy Whittaker",7451634,3800,"Min@Car 01:00PM ET","Car","Fozzy","Whittaker","Min",8.9,5.8,11.23,4.97576538205141,6,0.0675675675675676,6.87270236862242,7.81031556371783,0,10.6,0
"RB","Jerick McKinnon (7451637)","Jerick McKinnon",7451637,3800,"Min@Car 01:00PM ET","Min","Jerick","McKinnon","Car",11.16,12.7,11.36,11.609486891773,6,0.0454545454545455,11.3311345704865,11.1886583015472,0,7.7,0
"TE","Dwayne Allen (7451932)","Dwayne Allen",7451932,3800,"SD@Ind 04:25PM ET","Ind","Dwayne","Allen","SD",10.82,9.8,10.96,11.1855978257387,2,0.125,9.72954922700439,10.2018021404721,0,6.5,0
"WR","Sammie Coates (7451833)","Sammie Coates",7451833,3800,"Pit@Phi 04:25PM ET","Pit","Sammie","Coates","Phi",7.61,5.1,8.42,4.09873121446282,5,0.0985915492957746,5.94687421411094,6.71441861321706,0,8,0
"RB","Derrick Henry (7451589)","Derrick Henry",7451589,3700,"Oak@Ten 01:00PM ET","Ten","Derrick","Henry","Oak",6.75,7.4,9.57,7.82749065301457,7,0.04,6.71280200649118,6.69498704856867,0,4.5,0
"RB","Shane Vereen (7451591)","Shane Vereen",7451591,3700,"Was@NYG 01:00PM ET","NYG","Shane","Vereen","Was",11.4,0,12.81,0,4,0.123287671232877,5.08913152930701,8.09455924013014,0,16.5,0
"TE","Eric Ebron (7451886)","Eric Ebron",7451886,3700,"Det@GB 01:00PM ET","Det","Eric","Ebron","GB",12.51,9.8,10,8.4884193052055,3,0.144578313253012,10.4839906554718,11.4017850453685,0,11.9,0
"RB","Jeremy Hill (7451628)","Jeremy Hill",7451628,3700,"Den@Cin 01:00PM ET","Cin","Jeremy","Hill","Den",8.62,9.8,10.98,5.78576082942027,6,0.0574712643678161,8.74743612485742,8.63969421693817,0,21.7,0
"WR","Ted Ginn Jr. (7451773)","Ted Ginn",7451773,3700,"Min@Car 01:00PM ET","Car","Ted","Ginn","Min",7.16,6.7,7.57,4.30742795979515,5,0.0810810810810811,6.54587943091145,6.8061734935259,0,9.7,0
"RB","Darren Sproles (7451674)","Darren Sproles",7451674,3700,"Pit@Phi 04:25PM ET","Phi","Darren","Sproles","Pit",8.98,10.2,9.77,10.2,4,0.101449275362319,9.10811853849593,8.99813111604709,0,27.7,0
"RB","Alfred Morris (7451682)","Alfred Morris",7451682,3700,"Chi@Dal 08:30PM ET","Dal","Alfred","Morris","Chi",5.96,4.1,5.75,4.37199128050394,9,0.012987012987013,4.71035689519183,5.28578957333093,0,9.1,0
"RB","Andre Ellington (7451576)","Andre Ellington",7451576,3600,"Ari@Buf 01:00PM ET","Ari","Andre","Ellington","Buf",0,3.9,4.13,4.95174845258158,8,0.0405405405405405,1.94973672000463,1.00248757921926,0,0,0
"RB","Jalen Richard (7451588)","Jalen Richard",7451588,3600,"Oak@Ten 01:00PM ET","Oak","Jalen","Richard","Ten",0,3.1,0,17.3167526967224,6,0.0459770114942529,1.54979072615753,0.796849101430697,0,5.1,0
"RB","Kenyan Drake (7451606)","Kenyan Drake",7451606,3600,"Cle@Mia 01:00PM ET","Mia","Kenyan","Drake","Cle",9.85,10.4,9.41,9.36165601989857,7,0.0277777777777778,9.59648612735219,9.66728341434627,0,6.8,0
"WR","Kenny Stills (7451729)","Kenny Stills",7451729,3600,"Cle@Mia 01:00PM ET","Mia","Kenny","Stills","Cle",8.29,9.6,7.64,13.9673761366626,3,0.138888888888889,8.5001326610736,8.35396840896095,0,12.6,0
"RB","Dwayne Washington (7451623)","Dwayne Washington",7451623,3600,"Det@GB 01:00PM ET","Det","Dwayne","Washington","GB",7.36,6.7,8.11,4.52986386832877,9,0,6.63516244019754,6.94818330475625,0,4.5,0
"WR","Dontrelle Inman (7451819)","Dontrelle Inman",7451819,3600,"SD@Ind 04:25PM ET","SD","Dontrelle","Inman","Ind",4.74,9.5,8.99,0.994324144441178,5,0.121212121212121,6.86536599701465,5.80758944989861,0,6.2,0
"RB","Chris Johnson (7451574)","Chris Johnson",7451574,3500,"Ari@Buf 01:00PM ET","Ari","Chris","Johnson","Buf",5.28,2.9,5.46,4.40680494093076,11,0,3.80687567284848,4.49449849846488,0,0.5,0
"WR","Seth Roberts (7451712)","Seth Roberts",7451712,3500,"Oak@Ten 01:00PM ET","Oak","Seth","Roberts","Ten",7.64,6.6,6,5.01102518196864,4,0.114942528735632,6.71016540396717,7.12129223075517,0,10.7,0
"RB","Terrance West (7451612)","Terrance West",7451612,3500,"Bal@Jax 01:00PM ET","Bal","Terrance","West","Jax",7.97,10.5,8.93,15.4968101284094,5,0.0694444444444444,8.80721908929385,8.35809599850452,0,6.3,0
"WR","Tyler Boyd (7451772)","Tyler Boyd",7451772,3500,"Den@Cin 01:00PM ET","Cin","Tyler","Boyd","Den",9.72,7.8,7.37,8.88925475943751,5,0.126436781609195,8.23862769131314,8.9066519842337,0,4.8,0
"RB","Charcandrick West (7451663)","Charcandrick West",7451663,3500,"NYJ@KC 04:25PM ET","KC","Charcandrick","West","NYJ",8.46,2.5,5.87,2.67185777271501,5,0.0963855421686747,5.02650252357372,6.64963525813322,0,4.1,0
"WR","Nelson Agholor (7451837)","Nelson Agholor",7451837,3500,"Pit@Phi 04:25PM ET","Phi","Nelson","Agholor","Pit",9.03,8.4,6.72,8.4,2,0.173913043478261,8.23056080466147,8.5709469938304,0,5.1,0
"TE","Jesse James (7451941)","Jesse James",7451941,3500,"Pit@Phi 04:25PM ET","Pit","Jesse","James","Phi",9.64,9.3,9.37,4.27603922025025,3,0.169014084507042,8.95281322606203,9.23542020559512,0,3,0
"WR","Eddie Royal (7451838)","Eddie Royal",7451838,3500,"Chi@Dal 08:30PM ET","Chi","Eddie","Royal","Dal",9.06,9.4,10.79,9.4,3,0.203389830508475,8.74388574836326,8.84929656275067,0,5.1,0
"RB","DeAndre Washington (7451587)","DeAndre Washington",7451587,3400,"Oak@Ten 01:00PM ET","Oak","DeAndre","Washington","Ten",6.18,5.2,6.16,4.30769806460886,9,0.0229885057471264,5.3584939469463,5.7247532726436,0,7.2,0
"WR","Andre Johnson (7451703)","Andre Johnson",7451703,3400,"Oak@Ten 01:00PM ET","Ten","Andre","Johnson","Oak",5.64,2,5.21,0.136107069942365,3,0.146666666666667,3.51764584648544,4.51877287116738,0,0,0
"RB","Chris Thompson (7451593)","Chris Thompson",7451593,3400,"Was@NYG 01:00PM ET","Was","Chris","Thompson","NYG",8.84,7.9,8.08,10.4949102577436,5,0.0697674418604651,7.89577569968524,8.30751362454371,0,2.6,0
"WR","Terrelle Pryor Sr. (7451727)","Terrelle Pryor",7451727,3400,"Cle@Mia 01:00PM ET","Cle","Terrelle","Pryor","Mia",11.78,14.1,8.89,13.5458704949657,1,0.283333333333333,12.3078173885058,11.9887560524913,0,34.9,0
"TE","Dennis Pitta (7451876)","Dennis Pitta",7451876,3400,"Bal@Jax 01:00PM ET","Bal","Dennis","Pitta","Jax",12.38,10.7,10.76,4.75459855744973,1,0.222222222222222,10.8758959425139,11.540821955581,0,10.2,0
"WR","Brandon LaFell (7451762)","Brandon LaFell",7451762,3400,"Den@Cin 01:00PM ET","Cin","Brandon","LaFell","Den",9.14,6.9,7.3,0,3,0.149425287356322,7.52976772130549,8.26348024415354,0,5.2,0
"RB","Benny Cunningham (7451642)","Benny Cunningham",7451642,3400,"LA@TB 04:05PM ET","LA","Benny","Cunningham","TB",3.17,5.6,4.66,6.77572426011895,6,0.046875,4.21475765411422,3.69032485252107,0,4.9,0
"RB","Shaun Draughn (7451647)","Shaun Draughn",7451647,3400,"SF@Sea 04:05PM ET","SF","Shaun","Draughn","Sea",5.03,6.5,5.52,6.72659662047234,7,0.0410958904109589,5.49502888355283,5.24235938447549,0,2.2,0
"WR","Jeremy Kerley (7451799)","Jeremy Kerley",7451799,3400,"SF@Sea 04:05PM ET","SF","Jeremy","Kerley","Sea",11.01,7.7,7.77,7.34729092118076,1,0.246575342465753,8.76450985197752,9.79691045694591,0,4.4,0
"WR","Jermaine Kearse (7451800)","Jermaine Kearse",7451800,3400,"SF@Sea 04:05PM ET","Sea","Jermaine","Kearse","SF",9.7,10.3,6.79,12.0700325884162,3,0.186666666666667,9.47953062115673,9.53507124619993,0,3.1,0
"RB","Bilal Powell (7451659)","Bilal Powell",7451659,3400,"NYJ@KC 04:25PM ET","NYJ","Bilal","Powell","KC",6.36,5.5,7.35,5.5,5,0.0821917808219178,5.58882840299644,5.92967653192163,0,12.1,0
"RB","Mike Gillislee (7451578)","Mike Gillislee",7451578,3300,"Ari@Buf 01:00PM ET","Buf","Mike","Gillislee","Ari",3.68,1.3,5.19,1.3,7,0.0576923076923077,2.29271961086556,2.94714305304492,0,2,0
"WR","Jaron Brown (7451696)","Jaron Brown",7451696,3300,"Ari@Buf 01:00PM ET","Ari","Jaron","Brown","Buf",5.05,2.4,0,1.45885150390495,7,0.0540540540540541,3.45423396601503,4.20266316693212,0,7.9,0
"WR","Rishard Matthews (7451708)","Rishard Matthews",7451708,3300,"Oak@Ten 01:00PM ET","Ten","Rishard","Matthews","Oak",8.93,11.2,7.41,9.39484424319315,5,0.12,9.58573027848329,9.21967676047521,0,6.2,0
"RB","C.J. Prosise (7451654)","C.J. Prosise",7451654,3300,"SF@Sea 04:05PM ET","Sea","C.J.","Prosise","SF",0,0,0,0,8,0.0133333333333333,0,0,0,0,0
