"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","ValueWR"
"WR","John Brown (0000000)","John Brown",0,4400,"Ari@SF 00:00PM ET","Ari","John","Brown","SF",11.86,20.85,2,0.197604790419162,1
"WR","Tajae Sharpe (0000000)","Tajae Sharpe",0,4400,"Ten@Mia 00:00PM ET","Ten","Tajae","Sharpe","Mia",10.75,15.6,1,0.25,0
"RB","Giovani Bernard (0000000)","Giovani Bernard",0,4400,"Cin@Dal 00:00PM ET","Cin","Giovani","Bernard","Dal",11.1,11.6,2,0.182432432432432,0
"WR","Cole Beasley (0000000)","Cole Beasley",0,4300,"Cin@Dal 00:00PM ET","Dal","Cole","Beasley","Cin",12.1,15.75,1,0.227941176470588,0
"RB","Jeremy Langford (0000000)","Jeremy Langford",0,4300,"Chi@Ind 00:00PM ET","Chi","Jeremy","Langford","Ind",0,0,6,0.0704225352112676,0
"RB","Darren Sproles (0000000)","Darren Sproles",0,4300,"Phi@Det 00:00PM ET","Phi","Darren","Sproles","Det",9.76,10,3,0.135416666666667,0
"TE","Tyler Eifert (0000000)","Tyler Eifert",0,4200,"Cin@Dal 00:00PM ET","Cin","Tyler","Eifert","Dal",0,0,10,0,0
"RB","Latavius Murray (0000000)","Latavius Murray",0,4200,"SD@Oak 00:00PM ET","Oak","Latavius","Murray","SD",0,0,5,0.0745341614906832,0
"WR","Eddie Royal (0000000)","Eddie Royal",0,4200,"Chi@Ind 00:00PM ET","Chi","Eddie","Royal","Ind",11.82,18.75,3,0.154929577464789,1
"RB","Jeremy Hill (0000000)","Jeremy Hill",0,4200,"Cin@Dal 00:00PM ET","Cin","Jeremy","Hill","Dal",11.56,11.4,6,0.0405405405405405,0
"WR","Chris Hogan (0000000)","Chris Hogan",0,4100,"NE@Cle 00:00PM ET","NE","Chris","Hogan","Cle",9.51,11.25,4,0.128,0
"TE","Dennis Pitta (0000000)","Dennis Pitta",0,4100,"Was@Bal 00:00PM ET","Bal","Dennis","Pitta","Was",12.5,11.3,2,0.179012345679012,0
"WR","Dontrelle Inman (0000000)","Dontrelle Inman",0,4100,"SD@Oak 00:00PM ET","SD","Dontrelle","Inman","Oak",10.7,13.95,3,0.163265306122449,1
"RB","Fozzy Whittaker (0000000)","Fozzy Whittaker",0,4100,"TB@Car 00:00PM ET","Car","Fozzy","Whittaker","TB",9.43,7.8,3,0.130434782608696,0
"RB","Duke Johnson (0000000)","Duke Johnson",0,4100,"NE@Cle 00:00PM ET","Cle","Duke","Johnson","NE",10.69,10.3,2,0.191489361702128,0
"RB","Tevin Coleman (0000000)","Tevin Coleman",0,4100,"Atl@Den 00:00PM ET","Atl","Tevin","Coleman","Den",9.23,10.1,4,0.107913669064748,0
"RB","Bilal Powell (0000000)","Bilal Powell",0,4000,"NYJ@Pit 00:00PM ET","NYJ","Bilal","Powell","Pit",9.16,8.7,3,0.137254901960784,0
"RB","Jerick McKinnon (0000000)","Jerick McKinnon",0,4000,"Hou@Min 00:00PM ET","Min","Jerick","McKinnon","Hou",13.18,12.6,5,0.0757575757575758,0
"TE","Antonio Gates (0000000)","Antonio Gates",0,4000,"SD@Oak 00:00PM ET","SD","Antonio","Gates","Oak",9.42,12.5,6,0.0612244897959184,0
"WR","Anquan Boldin (0000000)","Anquan Boldin",0,4000,"Phi@Det 00:00PM ET","Det","Anquan","Boldin","Phi",11.9,10.8,4,0.15625,0
"WR","Danny Amendola (0000000)","Danny Amendola",0,3900,"NE@Cle 00:00PM ET","NE","Danny","Amendola","Cle",8.18,6.5,5,0.104,1
"WR","Pierre Garcon (0000000)","Pierre Garcon",0,3900,"Was@Bal 00:00PM ET","Was","Pierre","Garcon","Bal",10.1,10.8,4,0.162337662337662,0
"WR","Markus Wheaton (0000000)","Markus Wheaton",0,3900,"NYJ@Pit 00:00PM ET","Pit","Markus","Wheaton","NYJ",6.56,7.8,6,0.0416666666666667,0
"WR","Robert Woods (0000000)","Robert Woods",0,3900,"Buf@LA 00:00PM ET","Buf","Robert","Woods","LA",12.28,10.5,1,0.222222222222222,0
"WR","Torrey Smith (0000000)","Torrey Smith",0,3900,"Ari@SF 00:00PM ET","SF","Torrey","Smith","Ari",7.84,10.8,2,0.176470588235294,0
"RB","James White (0000000)","James White",0,3900,"NE@Cle 00:00PM ET","NE","James","White","Cle",7.74,11.7,3,0.152,0
"WR","Davante Adams (0000000)","Davante Adams",0,3900,"NYG@GB 00:00PM ET","GB","Davante","Adams","NYG",10.6,8.9,3,0.174757281553398,0
"RB","Dwayne Washington (0000000)","Dwayne Washington",0,3800,"Phi@Det 00:00PM ET","Det","Dwayne","Washington","Phi",0,0,9,0.0125,0
"WR","Kevin White (0000000)","Kevin White",0,3800,"Chi@Ind 00:00PM ET","Chi","Kevin","White","Ind",0,0,1,0.26056338028169,0
"WR","Terrance Williams (0000000)","Terrance Williams",0,3800,"Cin@Dal 00:00PM ET","Dal","Terrance","Williams","Cin",8.62,7.8,4,0.117647058823529,0
"RB","Chris Johnson (0000000)","Chris Johnson",0,3800,"Ari@SF 00:00PM ET","Ari","Chris","Johnson","SF",0,0,11,0.00598802395209581,0
"TE","Martellus Bennett (0000000)","Martellus Bennett",0,3700,"NE@Cle 00:00PM ET","NE","Martellus","Bennett","Cle",8.47,10.6,2,0.192,0
"WR","Jeremy Kerley (0000000)","Jeremy Kerley",0,3700,"Ari@SF 00:00PM ET","SF","Jeremy","Kerley","Ari",11.27,9.4,1,0.277310924369748,1
"WR","Kenny Britt (0000000)","Kenny Britt",0,3700,"Buf@LA 00:00PM ET","LA","Kenny","Britt","Buf",10.51,8.1,2,0.227642276422764,0
"WR","Tavon Austin (0000000)","Tavon Austin",0,3700,"Buf@LA 00:00PM ET","LA","Tavon","Austin","Buf",10.24,12.5,1,0.276422764227642,1
"RB","Orleans Darkwa (0000000)","Orleans Darkwa",0,3700,"NYG@GB 00:00PM ET","NYG","Orleans","Darkwa","GB",7.01,6.3,8,0.0253164556962025,0
"TE","Zach Miller (0000000)","Zach Miller",0,3600,"Chi@Ind 00:00PM ET","Chi","Zach","Miller","Ind",11.45,8.3,4,0.147887323943662,0
"RB","Kenneth Dixon (0000000)","Kenneth Dixon",0,3600,"Was@Bal 00:00PM ET","Bal","Kenneth","Dixon","Was",7.3,8,11,0,0
"TE","Kyle Rudolph (0000000)","Kyle Rudolph",0,3600,"Hou@Min 00:00PM ET","Min","Kyle","Rudolph","Hou",13.17,9.5,1,0.265151515151515,0
"WR","Sammie Coates (0000000)","Sammie Coates",0,3600,"NYJ@Pit 00:00PM ET","Pit","Sammie","Coates","NYJ",9.43,8.9,3,0.131944444444444,0
"RB","Alfred Morris (0000000)","Alfred Morris",0,3600,"Cin@Dal 00:00PM ET","Dal","Alfred","Morris","Cin",3.87,3.8,9,0.0147058823529412,0
"WR","Ted Ginn (0000000)","Ted Ginn",0,3600,"TB@Car 00:00PM ET","Car","Ted","Ginn","TB",7.2,9.3,5,0.0993788819875776,0
"WR","Devin Funchess (0000000)","Devin Funchess",0,3600,"TB@Car 00:00PM ET","Car","Devin","Funchess","TB",5.16,3.3,5,0.0993788819875776,0
"WR","Kenny Stills (0000000)","Kenny Stills",0,3600,"Ten@Mia 00:00PM ET","Mia","Kenny","Stills","Ten",9,8.8,3,0.157894736842105,0
"WR","Nelson Agholor (0000000)","Nelson Agholor",0,3500,"Phi@Det 00:00PM ET","Phi","Nelson","Agholor","Det",8.77,8.2,2,0.166666666666667,0
"TE","Zach Ertz (0000000)","Zach Ertz",0,3500,"Phi@Det 00:00PM ET","Phi","Zach","Ertz","Det",13.34,11.5,6,0.0833333333333333,0
"RB","Justin Forsett (0000000)","Justin Forsett",0,3500,"Was@Bal 00:00PM ET","Bal","Justin","Forsett","Was",0,0,12,0,0
"RB","Matt Asiata (0000000)","Matt Asiata",0,3500,"Hou@Min 00:00PM ET","Min","Matt","Asiata","Hou",6.51,7.9,8,0.0303030303030303,0
"WR","Brice Butler (0000000)","Brice Butler",0,3500,"Cin@Dal 00:00PM ET","Dal","Brice","Butler","Cin",6.71,12.8,5,0.0955882352941176,0
"WR","Jaron Brown (0000000)","Jaron Brown",0,3500,"Ari@SF 00:00PM ET","Ari","Jaron","Brown","SF",4.25,5.6,5,0.0778443113772455,0
"RB","Jay Ajayi (0000000)","Jay Ajayi",0,3500,"Ten@Mia 00:00PM ET","Mia","Jay","Ajayi","Ten",8.37,9.5,7,0.0451127819548872,0
"TE","Eric Ebron (0000000)","Eric Ebron",0,3400,"Phi@Det 00:00PM ET","Det","Eric","Ebron","Phi",0,0,4,0.15625,0
"RB","Dexter McCluster (0000000)","Dexter McCluster",0,3400,"SD@Oak 00:00PM ET","SD","Dexter","McCluster","Oak",3.9,3.7,0,0,0
"RB","DeAndre Washington (0000000)","DeAndre Washington",0,3400,"SD@Oak 00:00PM ET","Oak","DeAndre","Washington","SD",11.02,13.4,7,0.0372670807453416,0
"WR","Seth Roberts (0000000)","Seth Roberts",0,3400,"SD@Oak 00:00PM ET","Oak","Seth","Roberts","SD",7.46,7,4,0.118012422360248,0
"RB","James Starks (0000000)","James Starks",0,3400,"NYG@GB 00:00PM ET","GB","James","Starks","NYG",6.1,6.4,7,0.0388349514563107,0
"RB","Wendell Smallwood (0000000)","Wendell Smallwood",0,3400,"Phi@Det 00:00PM ET","Phi","Wendell","Smallwood","Det",4.17,4.2,8,0.0104166666666667,0
"RB","Derrick Henry (0000000)","Derrick Henry",0,3400,"Ten@Mia 00:00PM ET","Ten","Derrick","Henry","Mia",4.53,7,10,0.0214285714285714,0
"WR","Rishard Matthews (0000000)","Rishard Matthews",0,3300,"Ten@Mia 00:00PM ET","Ten","Rishard","Matthews","Mia",7.97,6.3,5,0.128571428571429,0
"RB","Chris Thompson (0000000)","Chris Thompson",0,3300,"Was@Bal 00:00PM ET","Was","Chris","Thompson","Bal",8.21,7.2,5,0.0779220779220779,0
"WR","Eli Rogers (0000000)","Eli Rogers",0,3300,"NYJ@Pit 00:00PM ET","Pit","Eli","Rogers","NYJ",0,0,5,0.0972222222222222,0
"RB","Shaun Draughn (0000000)","Shaun Draughn",0,3300,"Ari@SF 00:00PM ET","SF","Shaun","Draughn","Ari",5.19,6.3,7,0.0504201680672269,0
"TE","Hunter Henry (0000000)","Hunter Henry",0,3300,"SD@Oak 00:00PM ET","SD","Hunter","Henry","Oak",9.58,3.5,5,0.0952380952380952,0
"RB","Bobby Rainey (0000000)","Bobby Rainey",0,3300,"NYG@GB 00:00PM ET","NYG","Bobby","Rainey","GB",9.85,7.1,6,0.0759493670886076,0
"RB","Paul Perkins (0000000)","Paul Perkins",0,3300,"NYG@GB 00:00PM ET","NYG","Paul","Perkins","GB",0,1.6,10,0.0189873417721519,0
"RB","Cameron Artis-Payne (0000000)","Cameron Artis-Payne",0,3300,"TB@Car 00:00PM ET","Car","Cameron","Artis-Payne","TB",8.06,10.5,10,0.0062111801242236,0
"RB","Jalen Richard (0000000)","Jalen Richard",0,3300,"SD@Oak 00:00PM ET","Oak","Jalen","Richard","SD",8.19,10.3,6,0.0496894409937888,0
"RB","Andre Ellington (0000000)","Andre Ellington",0,3200,"Ari@SF 00:00PM ET","Ari","Andre","Ellington","SF",4.68,7.1,8,0.0239520958083832,0
"WR","Dorial Green-Beckham (0000000)","Dorial Green-Beckham",0,3200,"Phi@Det 00:00PM ET","Phi","Dorial","Green-Beckham","Det",7.94,5.7,5,0.114583333333333,0
"RB","Joique Bell (0000000)","Joique Bell",0,3200,"Chi@Ind 00:00PM ET","Chi","Joique","Bell","Ind",3.74,1.8,0,0,0
"RB","Kenyan Drake (0000000)","Kenyan Drake",0,3200,"Ten@Mia 00:00PM ET","Mia","Kenyan","Drake","Ten",5.38,3.3,9,0.0300751879699248,0
"WR","Andre Johnson (0000000)","Andre Johnson",0,3200,"Ten@Mia 00:00PM ET","Ten","Andre","Johnson","Mia",8.8,7,2,0.157142857142857,0
"WR","Brandon LaFell (0000000)","Brandon LaFell",0,3200,"Cin@Dal 00:00PM ET","Cin","Brandon","LaFell","Dal",9.21,8.3,3,0.155405405405405,0
"TE","Gary Barnidge (0000000)","Gary Barnidge",0,3200,"NE@Cle 00:00PM ET","Cle","Gary","Barnidge","NE",10.85,9.4,3,0.156028368794326,0
"WR","Brian Quick (0000000)","Brian Quick",0,3200,"Buf@LA 00:00PM ET","LA","Brian","Quick","Buf",8.13,7.2,4,0.113821138211382,1
"WR","Vincent Jackson (0000000)","Vincent Jackson",0,3200,"TB@Car 00:00PM ET","TB","Vincent","Jackson","Car",7.44,12.5,3,0.159090909090909,0
"WR","Corey Brown (0000000)","Corey Brown",0,3200,"TB@Car 00:00PM ET","Car","Corey","Brown","TB",0,6.7,4,0.124223602484472,0
"RB","Benny Cunningham (0000000)","Benny Cunningham",0,3200,"Buf@LA 00:00PM ET","LA","Benny","Cunningham","Buf",4.29,4.5,7,0.032520325203252,0
"RB","Ka'Deem Carey (0000000)","Ka'Deem Carey",0,3100,"Chi@Ind 00:00PM ET","Chi","Ka'Deem","Carey","Ind",2.71,4,9,0.00704225352112676,0
"TE","Dwayne Allen (0000000)","Dwayne Allen",0,3100,"Chi@Ind 00:00PM ET","Ind","Dwayne","Allen","Chi",7.11,8.1,3,0.12280701754386,0
"RB","Alfred Blue (0000000)","Alfred Blue",0,3100,"Hou@Min 00:00PM ET","Hou","Alfred","Blue","Min",2.25,3.7,11,0.00704225352112676,0
"WR","Jaelen Strong (0000000)","Jaelen Strong",0,3100,"Hou@Min 00:00PM ET","Hou","Jaelen","Strong","Min",4.48,3.8,5,0.0774647887323944,0
"WR","Adam Thielen (0000000)","Adam Thielen",0,3100,"Hou@Min 00:00PM ET","Min","Adam","Thielen","Hou",8.55,11.5,3,0.128787878787879,0
"WR","Robby Anderson (0000000)","Robby Anderson",0,3100,"NYJ@Pit 00:00PM ET","NYJ","Robby","Anderson","Pit",4.89,9,7,0.0522875816993464,0
"WR","Jalin Marshall (0000000)","Jalin Marshall",0,3100,"NYJ@Pit 00:00PM ET","NYJ","Jalin","Marshall","Pit",0,2.2,6,0.065359477124183,0
"WR","Tyler Boyd (0000000)","Tyler Boyd",0,3100,"Cin@Dal 00:00PM ET","Cin","Tyler","Boyd","Dal",6.52,7.1,5,0.121621621621622,0
"WR","Griff Whalen (0000000)","Griff Whalen",0,3000,"SD@Oak 00:00PM ET","SD","Griff","Whalen","Oak",0,3.4,13,0,0
"RB","DuJuan Harris (0000000)","DuJuan Harris",0,3000,"Ari@SF 00:00PM ET","SF","DuJuan","Harris","Ari",0,0,13,0,0
"RB","Mike Davis (0000000)","Mike Davis",0,3000,"Ari@SF 00:00PM ET","SF","Mike","Davis","Ari",0,1.1,11,0.00840336134453781,0
"WR","Keshawn Martin (0000000)","Keshawn Martin",0,3000,"Ari@SF 00:00PM ET","SF","Keshawn","Martin","Ari",0,0,0,0,0
"WR","Rod Streater (0000000)","Rod Streater",0,3000,"Ari@SF 00:00PM ET","SF","Rod","Streater","Ari",1.91,3.6,8,0.0336134453781513,0
"WR","J.J. Nelson (0000000)","J.J. Nelson",0,3000,"Ari@SF 00:00PM ET","Ari","J.J.","Nelson","SF",0,2,9,0.0179640718562874,0
"WR","Quinton Patton (0000000)","Quinton Patton",0,3000,"Ari@SF 00:00PM ET","SF","Quinton","Patton","Ari",5.82,6.1,3,0.142857142857143,0
"WR","Aaron Burbridge (0000000)","Aaron Burbridge",0,3000,"Ari@SF 00:00PM ET","SF","Aaron","Burbridge","Ari",0,2.4,9,0.0252100840336134,0
"RB","James Develin (0000000)","James Develin",0,3000,"NE@Cle 00:00PM ET","NE","James","Develin","Cle",0,0,0,0,0
"RB","Brandon Bolden (0000000)","Brandon Bolden",0,3000,"NE@Cle 00:00PM ET","NE","Brandon","Bolden","Cle",0,0,7,0.024,0
"RB","Malcolm Johnson (0000000)","Malcolm Johnson",0,3000,"NE@Cle 00:00PM ET","Cle","Malcolm","Johnson","NE",0,0,0,0,0
"RB","George Atkinson (0000000)","George Atkinson",0,3000,"NE@Cle 00:00PM ET","Cle","George","Atkinson","NE",0,0,0,0,0
"RB","D.J. Foster (0000000)","D.J. Foster",0,3000,"NE@Cle 00:00PM ET","NE","D.J.","Foster","Cle",0,1.9,10,0.016,0
"WR","Matt Slater (0000000)","Matt Slater",0,3000,"NE@Cle 00:00PM ET","NE","Matt","Slater","Cle",0,0,0,0,0
"WR","Andrew Hawkins (0000000)","Andrew Hawkins",0,3000,"NE@Cle 00:00PM ET","Cle","Andrew","Hawkins","NE",6.31,9.2,4,0.0921985815602837,0
"WR","Malcolm Mitchell (0000000)","Malcolm Mitchell",0,3000,"NE@Cle 00:00PM ET","NE","Malcolm","Mitchell","Cle",4.14,2.3,6,0.072,0
"WR","Jordan Payton (0000000)","Jordan Payton",0,3000,"NE@Cle 00:00PM ET","Cle","Jordan","Payton","NE",0,0,11,0,0
"WR","Ricardo Louis (0000000)","Ricardo Louis",0,3000,"NE@Cle 00:00PM ET","Cle","Ricardo","Louis","NE",6.87,6.8,6,0.0638297872340425,0
"WR","Rashard Higgins (0000000)","Rashard Higgins",0,3000,"NE@Cle 00:00PM ET","Cle","Rashard","Higgins","NE",0,4,9,0.0141843971631206,0
"RB","Kenjon Barner (0000000)","Kenjon Barner",0,3000,"Phi@Det 00:00PM ET","Phi","Kenjon","Barner","Det",3.15,1.2,10,0,0
"RB","Mike Burton (0000000)","Mike Burton",0,3000,"Phi@Det 00:00PM ET","Det","Mike","Burton","Phi",0,0,0,0,0
"RB","Zach Zenner (0000000)","Zach Zenner",0,3000,"Phi@Det 00:00PM ET","Det","Zach","Zenner","Phi",5.59,5.5,0,0,0
"WR","Andre Roberts (0000000)","Andre Roberts",0,3000,"Phi@Det 00:00PM ET","Det","Andre","Roberts","Phi",2.75,1.1,7,0.01875,0
"WR","Aaron Dobson (0000000)","Aaron Dobson",0,3000,"Phi@Det 00:00PM ET","Det","Aaron","Dobson","Phi",0,0,0,0,0
"WR","Josh Huff (0000000)","Josh Huff",0,3000,"Phi@Det 00:00PM ET","Phi","Josh","Huff","Det",5.12,2.4,0,0,0
"WR","Bryce Treggs (0000000)","Bryce Treggs",0,3000,"Phi@Det 00:00PM ET","Phi","Bryce","Treggs","Det",0,0,10,0,0
"RB","Robert Turbin (0000000)","Robert Turbin",0,3000,"Chi@Ind 00:00PM ET","Ind","Robert","Turbin","Chi",3.43,2.7,9,0.0350877192982456,0
"RB","Jordan Todman (0000000)","Jordan Todman",0,3000,"Chi@Ind 00:00PM ET","Ind","Jordan","Todman","Chi",0,0,0,0,0
"RB","Josh Ferguson (0000000)","Josh Ferguson",0,3000,"Chi@Ind 00:00PM ET","Ind","Josh","Ferguson","Chi",7.14,4.8,2,0.128654970760234,0
"RB","Raheem Mostert (0000000)","Raheem Mostert",0,3000,"Chi@Ind 00:00PM ET","Chi","Raheem","Mostert","Ind",0,0,0,0,0
"WR","Deonte Thompson (0000000)","Deonte Thompson",0,3000,"Chi@Ind 00:00PM ET","Chi","Deonte","Thompson","Ind",2.27,1.9,10,0,0
"WR","Devin Street (0000000)","Devin Street",0,3000,"Chi@Ind 00:00PM ET","Ind","Devin","Street","Chi",0,0,12,0,0
"WR","Josh Bellamy (0000000)","Josh Bellamy",0,3000,"Chi@Ind 00:00PM ET","Chi","Josh","Bellamy","Ind",0,3.4,10,0,0
"WR","Cameron Meredith (0000000)","Cameron Meredith",0,3000,"Chi@Ind 00:00PM ET","Chi","Cameron","Meredith","Ind",11.03,5.8,7,0.0563380281690141,0
"WR","Quan Bray (0000000)","Quan Bray",0,3000,"Chi@Ind 00:00PM ET","Ind","Quan","Bray","Chi",0,2.9,10,0.0116959064327485,0
"WR","Chester Rogers (0000000)","Chester Rogers",0,3000,"Chi@Ind 00:00PM ET","Ind","Chester","Rogers","Chi",5.22,6.7,8,0.0467836257309941,0
"RB","Isaiah Pead (0000000)","Isaiah Pead",0,3000,"Ten@Mia 00:00PM ET","Mia","Isaiah","Pead","Ten",7,5.2,11,0.0075187969924812,0
"RB","Jalston Fowler (0000000)","Jalston Fowler",0,3000,"Ten@Mia 00:00PM ET","Ten","Jalston","Fowler","Mia",0,0,0,0,0
"RB","Antonio Andrews (0000000)","Antonio Andrews",0,3000,"Ten@Mia 00:00PM ET","Ten","Antonio","Andrews","Mia",0,0,0,0,0
"RB","Damien Williams (0000000)","Damien Williams",0,3000,"Ten@Mia 00:00PM ET","Mia","Damien","Williams","Ten",2.01,0,5,0.0526315789473684,0
"WR","Harry Douglas (0000000)","Harry Douglas",0,3000,"Ten@Mia 00:00PM ET","Ten","Harry","Douglas","Mia",0,0,6,0.0571428571428571,0
"WR","Marc Mariani (0000000)","Marc Mariani",0,3000,"Ten@Mia 00:00PM ET","Ten","Marc","Mariani","Mia",0,0,0,0,0
"WR","Kendall Wright (0000000)","Kendall Wright",0,3000,"Ten@Mia 00:00PM ET","Ten","Kendall","Wright","Mia",8.85,6.4,7,0.0285714285714286,0
"WR","Jakeem Grant (0000000)","Jakeem Grant",0,3000,"Ten@Mia 00:00PM ET","Mia","Jakeem","Grant","Ten",0,0,13,0,0
"WR","Leonte Carroo (0000000)","Leonte Carroo",0,3000,"Ten@Mia 00:00PM ET","Mia","Leonte","Carroo","Ten",0,2.8,10,0.0150375939849624,0
"RB","Kyle Juszczyk (0000000)","Kyle Juszczyk",0,3000,"Was@Bal 00:00PM ET","Bal","Kyle","Juszczyk","Was",0,3.8,0,0,0
"RB","Javorius Allen (0000000)","Javorius Allen",0,3000,"Was@Bal 00:00PM ET","Bal","Javorius","Allen","Was",4.26,3.6,10,0.0308641975308642,0
"RB","Rob Kelley (0000000)","Rob Kelley",0,3000,"Was@Bal 00:00PM ET","Was","Rob","Kelley","Bal",0,1.5,13,0,0
"WR","Devin Hester (0000000)","Devin Hester",0,3000,"Was@Bal 00:00PM ET","Bal","Devin","Hester","Was",0,0,0,0,0
"WR","Kamar Aiken (0000000)","Kamar Aiken",0,3000,"Was@Bal 00:00PM ET","Bal","Kamar","Aiken","Was",2.94,4.4,6,0.0617283950617284,0
"WR","Ryan Grant (0000000)","Ryan Grant",0,3000,"Was@Bal 00:00PM ET","Was","Ryan","Grant","Bal",0,1.1,9,0.0194805194805195,0
"WR","Josh Doctson (0000000)","Josh Doctson",0,3000,"Was@Bal 00:00PM ET","Was","Josh","Doctson","Bal",0,0,8,0.038961038961039,0
"WR","Rashad Ross (0000000)","Rashad Ross",0,3000,"Was@Bal 00:00PM ET","Was","Rashad","Ross","Bal",0,1.3,10,0.00649350649350649,0
"WR","Chris Moore (0000000)","Chris Moore",0,3000,"Was@Bal 00:00PM ET","Bal","Chris","Moore","Was",0,1.1,6,0.0617283950617284,0
"WR","Breshad Perriman (0000000)","Breshad Perriman",0,3000,"Was@Bal 00:00PM ET","Bal","Breshad","Perriman","Was",5.54,7.1,4,0.0987654320987654,0
"RB","Zach Line (0000000)","Zach Line",0,3000,"Hou@Min 00:00PM ET","Min","Zach","Line","Hou",0,0,0,0,0
"RB","Jonathan Grimes (0000000)","Jonathan Grimes",0,3000,"Hou@Min 00:00PM ET","Hou","Jonathan","Grimes","Min",0,0,7,0.0492957746478873,0
"RB","Ronnie Hillman (0000000)","Ronnie Hillman",0,3000,"Hou@Min 00:00PM ET","Min","Ronnie","Hillman","Hou",0,0,11,0,0
"RB","Jay Prosch (0000000)","Jay Prosch",0,3000,"Hou@Min 00:00PM ET","Hou","Jay","Prosch","Min",0,0,0,0,0
"RB","Tyler Ervin (0000000)","Tyler Ervin",0,3000,"Hou@Min 00:00PM ET","Hou","Tyler","Ervin","Min",0,1.1,10,0.0140845070422535,0
