Actual,FirstName,FreqInd,GameInfo,ID,LastName,Name,Name...ID,Opponent,Position,Projection,Projection_dfn,Projection_dfn_perturbed,Projection_fc,Projection_reg,Projection_reg_split,RankTargets,RollingTargetPctg,Salary,Team,TierRank,ValueWR
22.8,Antonio,1.0,NYJ@Pit 01:00PM ET,7545535,Brown,Antonio Brown,Antonio Brown (7545535),NYJ,WR,26.78,24.3,24.3,24.17,23.0294488557,22.7766951342,1.0,0.319444444444,9800,PIT,1.0,0.0
4.9,Julio,0.0,Atl@Den 04:05PM ET,7545548,Jones,Julio Jones,Julio Jones (7545548),DEN,WR,18.49,23.9,23.9,18.17,20.805815506,20.2659426274,1.0,0.251798561151,9600,ATL,1.0,0.0
9.0,A.J.,1.0,Cin@Dal 04:25PM ET,7545557,Green,A.J. Green,A.J. Green (7545557),DAL,WR,21.0,20.5,20.5,21.89,19.053975102,18.7816614725,1.0,0.304054054054,8900,CIN,2.0,0.0
16.6,Odell,1.0,NYG@GB 08:30PM ET,7545594,Beckham,Odell Beckham,Odell Beckham Jr. (7545594),GB,WR,19.41,18.8,18.8,18.74,17.5094830943,17.2653723153,1.0,0.26582278481,8500,NYG,2.0,0.0
13.8,Jordy,1.0,NYG@GB 08:30PM ET,7545588,Nelson,Jordy Nelson,Jordy Nelson (7545588),NYG,WR,21.92,19.0,19.0,19.28,18.2370766048,18.0758512302,1.0,0.271844660194,7900,GB,2.0,0.0
12.7,Alshon,1.0,Chi@Ind 01:00PM ET,7545488,Jeffery,Alshon Jeffery,Alshon Jeffery (7545488),IND,WR,15.1,16.4,16.4,16.07,14.8436819903,14.5627447894,2.0,0.183098591549,7800,CHI,4.0,0.0
16.6,DeAndre,0.0,Hou@Min 01:00PM ET,7545523,Hopkins,DeAndre Hopkins,DeAndre Hopkins (7545523),MIN,WR,14.91,18.2,18.2,15.75,16.0387491608,15.6584242162,2.0,0.218309859155,7700,HOU,3.0,0.0
0.0,Dez,0.0,Cin@Dal 04:25PM ET,7545556,Bryant,Dez Bryant,Dez Bryant (7545556),CIN,WR,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.176470588235,7700,DAL,0.0,0.0
17.9,Aaron,1.0,NYG@GB 08:30PM ET,7545358,Rodgers,Aaron Rodgers,Aaron Rodgers (7545358),NYG,QB,22.81,23.8,23.8,20.74,21.7521374915,21.3777078562,0.0,0.0,7700,GB,1.0,0.0
13.7,Marvin,1.0,Phi@Det 01:00PM ET,7545478,Jones,Marvin Jones,Marvin Jones Jr. (7545478),PHI,WR,18.59,17.8,17.8,15.47,16.628052372,16.4048100222,1.0,0.25,7600,DET,3.0,0.0
32.6,Tom,1.0,NE@Cle 01:00PM ET,7545300,Brady,Tom Brady,Tom Brady (7545300),CLE,QB,21.63,24.2,24.2,23.22,21.7503314735,21.3115932099,0.0,0.0,7500,NE,1.0,0.0
24.4,Le'Veon,0.0,NYJ@Pit 01:00PM ET,7545420,Bell,Le'Veon Bell,Le'Veon Bell (7545420),NYJ,RB,21.79,21.2,21.2,20.11,19.7217363651,19.4428305059,6.0,0.0416666666667,7500,PIT,1.0,0.0
36.1,T.Y.,1.0,Chi@Ind 01:00PM ET,7545487,Hilton,T.Y. Hilton,T.Y. Hilton (7545487),CHI,WR,20.46,19.3,19.3,17.67,18.1005977368,17.8698028788,1.0,0.27485380117,7400,IND,2.0,0.0
25.2,Andrew,1.0,Chi@Ind 01:00PM ET,7545313,Luck,Andrew Luck,Andrew Luck (7545313),CHI,QB,21.08,23.1,23.1,19.51,20.8634772838,20.4607568667,0.0,0.0,7300,IND,1.0,0.0
21.7,DeMarco,1.0,Ten@Mia 01:00PM ET,7545391,Murray,DeMarco Murray,DeMarco Murray (7545391),MIA,RB,19.9,20.0,20.0,16.86,18.4511105156,18.1636254859,3.0,0.142857142857,7200,TEN,1.0,0.0
33.2,Ben,1.0,NYJ@Pit 01:00PM ET,7545330,Roethlisberger,Ben Roethlisberger,Ben Roethlisberger (7545330),NYJ,QB,20.22,21.1,21.1,20.3,19.2839149635,18.9518768823,0.0,0.0,7200,PIT,2.0,0.0
30.8,Amari,0.0,SD@Oak 04:25PM ET,7545585,Cooper,Amari Cooper,Amari Cooper (7545585),SD,WR,16.97,16.5,16.5,15.55,15.3520030551,15.1353309522,1.0,0.254658385093,7200,OAK,4.0,0.0
28.4,Brandon,1.0,NYJ@Pit 01:00PM ET,7545531,Marshall,Brandon Marshall,Brandon Marshall (7545531),PIT,WR,17.85,20.8,20.8,16.78,18.5203481315,18.1157498171,1.0,0.248366013072,7100,NYJ,2.0,0.0
15.0,Matt,1.0,Atl@Den 04:05PM ET,7545336,Ryan,Matt Ryan,Matt Ryan (7545336),DEN,QB,17.0,18.5,18.5,14.46,16.7365163072,16.4183609115,0.0,0.0,7100,ATL,3.0,0.0
6.0,Jarvis,1.0,Ten@Mia 01:00PM ET,7545503,Landry,Jarvis Landry,Jarvis Landry (7545503),TEN,WR,20.47,17.3,17.3,16.82,16.7254844398,16.597657258,1.0,0.345864661654,7000,MIA,3.0,0.0
14.7,Melvin,1.0,SD@Oak 04:25PM ET,7545453,Gordon,Melvin Gordon,Melvin Gordon (7545453),OAK,RB,17.47,13.4,13.4,17.17,13.3344344007,13.2953417907,4.0,0.115646258503,7000,SD,3.0,0.0
9.2,C.J.,1.0,Atl@Den 04:05PM ET,7545426,Anderson,C.J. Anderson,C.J. Anderson (7545426),ATL,RB,17.57,16.7,16.7,16.69,15.63074871,15.426082701,3.0,0.116279069767,6900,DEN,2.0,0.0
15.9,Demaryius,1.0,Atl@Den 04:05PM ET,7545546,Thomas,Demaryius Thomas,Demaryius Thomas (7545546),ATL,WR,15.58,17.8,17.8,15.6,15.9207057514,15.5857635459,2.0,0.263565891473,6900,DEN,3.0,0.0
31.4,Philip,1.0,SD@Oak 04:25PM ET,7545354,Rivers,Philip Rivers,Philip Rivers (7545354),OAK,QB,18.27,17.2,17.2,18.96,16.1396137455,15.9352753021,0.0,0.0,6900,SD,5.0,0.0
13.7,Michael,1.0,SD@Oak 04:25PM ET,7545579,Crabtree,Michael Crabtree,Michael Crabtree (7545579),SD,WR,16.08,16.2,16.2,16.33,14.9362345614,14.7019244135,2.0,0.229813664596,6900,OAK,4.0,0.0
10.5,Jordan,1.0,Phi@Det 01:00PM ET,7545480,Matthews,Jordan Matthews,Jordan Matthews (7545480),DET,WR,15.45,17.4,17.4,15.64,15.6146632402,15.2954161045,1.0,0.270833333333,6800,PHI,3.0,0.0
15.0,Emmanuel,1.0,Atl@Den 04:05PM ET,7545545,Sanders,Emmanuel Sanders,Emmanuel Sanders (7545545),ATL,WR,17.52,17.6,17.6,15.47,16.2388572447,15.9861672953,1.0,0.317829457364,6800,DEN,3.0,0.0
35.1,Ezekiel,1.0,Cin@Dal 04:25PM ET,7545438,Elliott,Ezekiel Elliott,Ezekiel Elliott (7545438),CIN,RB,17.68,18.9,18.9,16.15,17.1718082009,16.8583680081,6.0,0.0514705882353,6800,DAL,1.0,0.0
26.0,Derek,1.0,SD@Oak 04:25PM ET,7545356,Carr,Derek Carr,Derek Carr (7545356),SD,QB,20.28,22.6,22.6,20.08,20.3311123605,19.9243534193,0.0,0.0,6800,OAK,1.0,0.0
8.5,Julian,0.0,NE@Cle 01:00PM ET,7545467,Edelman,Julian Edelman,Julian Edelman (7545467),CLE,WR,18.47,16.3,16.3,15.08,15.5667550424,15.4160069775,1.0,0.248,6700,NE,4.0,0.0
19.8,Matthew,1.0,Phi@Det 01:00PM ET,7545308,Stafford,Matthew Stafford,Matthew Stafford (7545308),PHI,QB,19.04,17.9,17.9,16.92,16.8026750311,16.5910021662,0.0,0.0,6600,DET,4.0,0.0
13.3,Jordan,1.0,Was@Bal 01:00PM ET,7545634,Reed,Jordan Reed,Jordan Reed (7545634),BAL,TE,16.63,14.7,14.7,13.35,14.0323864796,13.8954340395,1.0,0.227272727273,6600,WAS,1.0,0.0
20.8,LeSean,1.0,Buf@LA 04:25PM ET,7545442,McCoy,LeSean McCoy,LeSean McCoy (7545442),LA,RB,16.57,15.2,15.2,15.67,14.3626523684,14.1978242081,3.0,0.162393162393,6600,BUF,3.0,0.0
18.9,Rob,0.0,NE@Cle 01:00PM ET,7545604,Gronkowski,Rob Gronkowski,Rob Gronkowski (7545604),CLE,TE,14.52,15.0,15.0,14.0,13.7431583414,13.5125151865,7.0,0.024,6500,NE,1.0,0.0
18.8,Todd,1.0,Buf@LA 04:25PM ET,7545447,Gurley,Todd Gurley,Todd Gurley (7545447),BUF,RB,13.77,19.5,19.5,16.34,16.6662015765,16.1768839259,5.0,0.0894308943089,6500,LA,1.0,0.0
21.7,Travis,0.0,SD@Oak 04:25PM ET,7545582,Benjamin,Travis Benjamin,Travis Benjamin (7545582),OAK,WR,13.06,13.7,13.7,14.05,12.5047088448,12.2865734707,1.0,0.204081632653,6500,SD,5.0,0.0
17.9,Carson,1.0,Phi@Det 01:00PM ET,7545309,Wentz,Carson Wentz,Carson Wentz (7545309),DET,QB,17.89,19.0,19.0,17.35,17.2900311294,16.9792541208,0.0,0.0,6400,PHI,3.0,0.0
3.4,Lamar,1.0,Hou@Min 01:00PM ET,7545410,Miller,Lamar Miller,Lamar Miller (7545410),MIN,RB,15.01,19.8,19.8,15.71,17.1642196772,16.7055284269,4.0,0.105633802817,6300,HOU,1.0,0.0
0.0,Stefon,1.0,Hou@Min 01:00PM ET,7545526,Diggs,Stefon Diggs,Stefon Diggs (7545526),HOU,WR,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.265151515152,6300,MIN,0.0,0.0
13.0,Joe,1.0,Was@Bal 01:00PM ET,7545319,Flacco,Joe Flacco,Joe Flacco (7545319),WAS,QB,18.09,17.1,17.1,17.47,16.0284407833,15.8225524434,0.0,0.0,6200,BAL,5.0,0.0
8.0,Matt,1.0,NYJ@Pit 01:00PM ET,7545417,Forte,Matt Forte,Matt Forte (7545417),PIT,RB,14.89,14.8,14.8,15.05,13.6923615974,13.4857086476,5.0,0.104575163399,6200,NYJ,3.0,0.0
22.8,Randall,0.0,NYG@GB 08:30PM ET,7545592,Cobb,Randall Cobb,Randall Cobb (7545592),NYG,WR,13.06,13.2,13.2,12.99,12.1603430234,11.9678567944,2.0,0.203883495146,6200,GB,6.0,0.0
13.3,Kirk,1.0,Was@Bal 01:00PM ET,7545322,Cousins,Kirk Cousins,Kirk Cousins (7545322),BAL,QB,17.69,17.9,17.9,15.61,16.4854265468,16.22365574,0.0,0.0,6100,WAS,4.0,0.0
0.0,DeAngelo,1.0,NYJ@Pit 01:00PM ET,7545416,Williams,DeAngelo Williams,DeAngelo Williams (7545416),NYJ,RB,6.45,5.3,5.3,5.96,5.16602046573,5.13349636153,2.0,0.152777777778,6100,PIT,0.0,0.0
0.0,Eric,0.0,NYJ@Pit 01:00PM ET,7545533,Decker,Eric Decker,Eric Decker (7545533),PIT,WR,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.137254901961,6000,NYJ,0.0,0.0
0.0,Tony,1.0,Cin@Dal 04:25PM ET,7545341,Romo,Tony Romo,Tony Romo (7545341),CIN,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000,DAL,0.0,0.0
11.1,Eli,1.0,NYG@GB 08:30PM ET,7545359,Manning,Eli Manning,Eli Manning (7545359),GB,QB,16.93,16.9,16.9,15.77,15.6180957571,15.3794199547,0.0,0.0,6000,NYG,5.0,0.0
6.5,DeSean,0.0,Was@Bal 01:00PM ET,7545510,Jackson,DeSean Jackson,DeSean Jackson (7545510),BAL,WR,11.87,14.4,14.4,12.7,12.7071723309,12.4089677456,2.0,0.188311688312,5900,WAS,5.0,0.0
22.2,Andy,1.0,Cin@Dal 04:25PM ET,7545343,Dalton,Andy Dalton,Andy Dalton (7545343),DAL,QB,18.07,19.0,19.0,17.55,17.3323309273,17.0282336443,0.0,0.0,5900,CIN,3.0,0.0
9.4,Eddie,0.0,NYG@GB 08:30PM ET,7545460,Lacy,Eddie Lacy,Eddie Lacy (7545460),NYG,RB,11.55,14.7,14.7,12.54,12.8385921831,12.513123043,6.0,0.0485436893204,5900,GB,3.0,0.0
10.3,Terrelle,1.0,NE@Cle 01:00PM ET,7545468,Pryor,Terrelle Pryor,Terrelle Pryor Sr. (7545468),NE,WR,16.15,15.2,15.2,12.74,14.2639528399,14.0835386532,1.0,0.297872340426,5800,CLE,5.0,0.0
1.4,Will,1.0,Hou@Min 01:00PM ET,7545530,Fuller,Will Fuller,Will Fuller (7545530),MIN,WR,14.82,14.0,14.0,12.37,13.1249263617,12.956714373,1.0,0.239436619718,5800,HOU,5.0,0.0
8.9,Frank,1.0,Chi@Ind 01:00PM ET,7545381,Gore,Frank Gore,Frank Gore (7545381),CHI,RB,14.82,13.6,13.6,15.27,12.8494337045,12.7017410319,4.0,0.111111111111,5700,IND,3.0,0.0
0.0,Donte,0.0,Chi@Ind 01:00PM ET,7545494,Moncrief,Donte Moncrief,Donte Moncrief (7545494),CHI,WR,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0584795321637,5700,IND,0.0,0.0
5.6,Ryan,1.0,Ten@Mia 01:00PM ET,7545317,Tannehill,Ryan Tannehill,Ryan Tannehill (7545317),TEN,QB,17.45,19.0,19.0,17.14,17.1866316234,16.8595263966,0.0,0.0,5700,MIA,3.0,0.0
9.7,LeGarrette,1.0,NE@Cle 01:00PM ET,7545365,Blount,LeGarrette Blount,LeGarrette Blount (7545365),CLE,RB,14.42,17.0,17.0,15.56,15.0971217395,14.7601710456,7.0,0.024,5600,NE,2.0,0.0
18.5,Dak,1.0,Cin@Dal 04:25PM ET,7545345,Prescott,Dak Prescott,Dak Prescott (7545345),CIN,QB,18.05,15.6,15.6,15.56,14.9859433639,14.8555180757,0.0,0.0,5600,DAL,6.0,0.0
26.8,Brian,1.0,Chi@Ind 01:00PM ET,7545311,Hoyer,Brian Hoyer,Brian Hoyer (7545311),IND,QB,15.76,16.0,16.0,14.95,14.7232885921,14.4873630345,0.0,0.0,5500,CHI,6.0,0.0
3.4,Sterling,1.0,NYG@GB 08:30PM ET,7545598,Shepard,Sterling Shepard,Sterling Shepard (7545598),GB,WR,14.17,11.4,11.4,13.27,11.1814748199,11.1225171544,2.0,0.170886075949,5500,NYG,7.0,0.0
30.5,Marcus,1.0,Ten@Mia 01:00PM ET,7545318,Mariota,Marcus Mariota,Marcus Mariota (7545318),MIA,QB,17.14,17.7,17.7,16.36,16.2184308357,15.9465094143,0.0,0.0,5400,TEN,4.0,0.0
0.0,Jay,1.0,Chi@Ind 01:00PM ET,7545310,Cutler,Jay Cutler,Jay Cutler (7545310),IND,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5300,CHI,0.0,0.0
5.9,Steve,1.0,Was@Bal 01:00PM ET,7545508,Smith,Steve Smith,Steve Smith Sr. (7545508),WAS,WR,14.2,15.2,15.2,12.97,13.8057050293,13.5529271486,1.0,0.222222222222,5300,BAL,5.0,0.0
10.4,Brock,1.0,Hou@Min 01:00PM ET,7545327,Osweiler,Brock Osweiler,Brock Osweiler (7545327),MIN,QB,13.99,16.7,16.7,13.27,14.7894527294,14.4519344003,13.0,0.0,5300,HOU,5.0,0.0
-0.3,Jimmy,1.0,NE@Cle 01:00PM ET,7545303,Garoppolo,Jimmy Garoppolo,Jimmy Garoppolo (7545303),CLE,QB,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.008,5200,NE,0.0,0.0
28.3,Jordan,1.0,Chi@Ind 01:00PM ET,7545389,Howard,Jordan Howard,Jordan Howard (7545389),IND,RB,14.45,16.9,16.9,15.02,15.0352985415,14.7045909643,5.0,0.0915492957746,5200,CHI,2.0,0.0
0.0,Trevor,1.0,Atl@Den 04:05PM ET,7545339,Siemian,Trevor Siemian,Trevor Siemian (7545339),ATL,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5200,DEN,0.0,0.0
13.7,Paxton,1.0,Atl@Den 04:05PM ET,7545340,Lynch,Paxton Lynch,Paxton Lynch (7545340),ATL,QB,14.67,15.9,15.9,14.0,14.3982666516,14.1270214736,0.0,0.0,5200,DEN,6.0,0.0
15.8,Tyrod,1.0,Buf@LA 04:25PM ET,7545348,Taylor,Tyrod Taylor,Tyrod Taylor (7545348),LA,QB,17.17,17.2,17.2,15.4,15.8811149805,15.6359559918,0.0,0.0,5200,BUF,5.0,0.0
13.3,Mike,1.0,Was@Bal 01:00PM ET,7545511,Wallace,Mike Wallace,Mike Wallace (7545511),WAS,WR,10.13,10.6,10.6,12.08,9.68109404145,9.51325227808,2.0,0.179012345679,5100,BAL,7.0,0.0
18.6,Sam,1.0,Hou@Min 01:00PM ET,7545325,Bradford,Sam Bradford,Sam Bradford (7545325),HOU,QB,15.62,12.3,12.3,14.15,12.1420816706,12.0907644445,11.0,0.0,5100,MIN,0.0,0.0
15.1,Ryan,1.0,NYJ@Pit 01:00PM ET,7545329,Fitzpatrick,Ryan Fitzpatrick,Ryan Fitzpatrick (7545329),PIT,QB,16.62,21.0,21.0,16.01,18.3690458411,17.9085430771,0.0,0.0,5100,NYJ,2.0,0.0
0.0,Josh,1.0,NE@Cle 01:00PM ET,7545301,McCown,Josh McCown,Josh McCown (7545301),NE,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,CLE,0.0,0.0
10.4,Charlie,0.0,NE@Cle 01:00PM ET,7545302,Whitehurst,Charlie Whitehurst,Charlie Whitehurst (7545302),NE,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,CLE,0.0,0.0
6.5,Cody,1.0,NE@Cle 01:00PM ET,7545304,Kessler,Cody Kessler,Cody Kessler (7545304),NE,QB,11.63,14.5,14.5,11.61,12.7196457647,12.4074050495,0.0,0.0,5000,CLE,0.0,0.0
0.0,Jacoby,1.0,NE@Cle 01:00PM ET,7545305,Brissett,Jacoby Brissett,Jacoby Brissett (7545305),CLE,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,NE,0.0,0.0
0.0,Dan,1.0,Phi@Det 01:00PM ET,7545306,Orlovsky,Dan Orlovsky,Dan Orlovsky (7545306),PHI,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,DET,0.0,0.0
0.0,Chase,1.0,Phi@Det 01:00PM ET,7545307,Daniel,Chase Daniel,Chase Daniel (7545307),DET,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,PHI,0.0,0.0
0.0,Scott,1.0,Chi@Ind 01:00PM ET,7545312,Tolzien,Scott Tolzien,Scott Tolzien (7545312),CHI,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,IND,0.0,0.0
0.0,Matt,1.0,Chi@Ind 01:00PM ET,7545314,Barkley,Matt Barkley,Matt Barkley (7545314),IND,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,CHI,0.0,0.0
0.0,Matt,1.0,Ten@Mia 01:00PM ET,7545315,Cassel,Matt Cassel,Matt Cassel (7545315),MIA,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,TEN,0.0,0.0
0.0,Matt,1.0,Ten@Mia 01:00PM ET,7545316,Moore,Matt Moore,Matt Moore (7545316),TEN,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,MIA,0.0,0.0
9.0,DeVante,1.0,Ten@Mia 01:00PM ET,7545504,Parker,DeVante Parker,DeVante Parker (7545504),TEN,WR,12.35,12.9,12.9,12.65,11.7868743277,11.5834297792,2.0,0.165413533835,5000,MIA,6.0,1.0
0.0,Colt,1.0,Was@Bal 01:00PM ET,7545320,McCoy,Colt McCoy,Colt McCoy (7545320),BAL,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,WAS,0.0,0.0
0.0,Ryan,1.0,Was@Bal 01:00PM ET,7545321,Mallett,Ryan Mallett,Ryan Mallett (7545321),WAS,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,BAL,0.0,0.0
0.0,Nate,1.0,Was@Bal 01:00PM ET,7545323,Sudfeld,Nate Sudfeld,Nate Sudfeld (7545323),BAL,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,WAS,0.0,0.0
0.0,Shaun,1.0,Hou@Min 01:00PM ET,7545324,Hill,Shaun Hill,Shaun Hill (7545324),HOU,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,MIN,0.0,0.0
0.0,Brandon,1.0,Hou@Min 01:00PM ET,7545326,Weeden,Brandon Weeden,Brandon Weeden (7545326),MIN,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,HOU,0.0,0.0
0.0,Tom,1.0,Hou@Min 01:00PM ET,7545328,Savage,Tom Savage,Tom Savage (7545328),MIN,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,HOU,0.0,0.0
-0.2,Landry,1.0,NYJ@Pit 01:00PM ET,7545331,Jones,Landry Jones,Landry Jones (7545331),NYJ,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,PIT,0.0,0.0
0.0,Zach,0.0,NYJ@Pit 01:00PM ET,7545332,Mettenberger,Zach Mettenberger,Zach Mettenberger (7545332),NYJ,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,PIT,0.0,0.0
0.0,Bryce,1.0,NYJ@Pit 01:00PM ET,7545333,Petty,Bryce Petty,Bryce Petty (7545333),PIT,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,NYJ,0.0,0.0
0.0,Geno,1.0,NYJ@Pit 01:00PM ET,7545334,Smith,Geno Smith,Geno Smith (7545334),PIT,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,NYJ,0.0,0.0
0.0,Christian,1.0,NYJ@Pit 01:00PM ET,7545335,Hackenberg,Christian Hackenberg,Christian Hackenberg (7545335),PIT,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,NYJ,0.0,0.0
0.0,Matt,1.0,Atl@Den 04:05PM ET,7545337,Schaub,Matt Schaub,Matt Schaub (7545337),DEN,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,ATL,0.0,0.0
0.0,Austin,1.0,Atl@Den 04:05PM ET,7545338,Davis,Austin Davis,Austin Davis (7545338),ATL,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,DEN,0.0,0.0
21.3,Devonta,1.0,Atl@Den 04:05PM ET,7545425,Freeman,Devonta Freeman,Devonta Freeman (7545425),DEN,RB,11.88,12.6,12.6,13.39,11.4698053625,11.2643087953,5.0,0.0791366906475,5000,ATL,3.0,0.0
0.0,Mark,1.0,Cin@Dal 04:25PM ET,7545342,Sanchez,Mark Sanchez,Mark Sanchez (7545342),CIN,QB,0.0,1.5,1.5,0.0,1.03309746436,0.956150029089,0.0,0.0,5000,DAL,0.0,0.0
0.0,AJ,1.0,Cin@Dal 04:25PM ET,7545344,McCarron,AJ McCarron,AJ McCarron (7545344),DAL,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,CIN,0.0,0.0
0.0,Jeff,1.0,Cin@Dal 04:25PM ET,7545346,Driskel,Jeff Driskel,Jeff Driskel (7545346),DAL,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000,CIN,0.0,0.0
8.8,Case,1.0,Buf@LA 04:25PM ET,7545347,Keenum,Case Keenum,Case Keenum (7545347),BUF,QB,12.13,12.8,12.8,10.83,11.6663014104,11.4598225819,0.0,0.0,5000,LA,0.0,0.0
