John Doe1,John Doe145,John Doe2,John Doe3,John Doe164,John Doe13,John Doe175,John Doe_goalie_6,John Doe163
John Doe1,John Doe109,John Doe2,John Doe3,John Doe147,John Doe13,John Doe121,John Doe_goalie_6,John Doe145
John Doe1,John Doe145,John Doe2,John Doe3,John Doe147,John Doe13,John Doe175,John Doe_goalie_5,John Doe163
John Doe1,John Doe145,John Doe2,John Doe3,John Doe93,John Doe13,John Doe157,John Doe_goalie_6,John Doe147
John Doe1,John Doe145,John Doe2,John Doe146,John Doe147,John Doe13,John Doe175,John Doe_goalie_6,John Doe163
John Doe1,John Doe145,John Doe2,John Doe3,John Doe75,John Doe13,John Doe85,John Doe_goalie_5,John Doe147
John Doe1,John Doe145,John Doe2,John Doe3,John Doe147,John Doe13,John Doe67,John Doe_goalie_6,John Doe149
John Doe1,John Doe145,John Doe2,John Doe3,John Doe147,John Doe157,John Doe175,John Doe_goalie_6,John Doe163
John Doe1,John Doe145,John Doe2,John Doe3,John Doe164,John Doe157,John Doe175,John Doe_goalie_5,John Doe163
John Doe1,John Doe145,John Doe2,John Doe3,John Doe111,John Doe13,John Doe121,John Doe_goalie_5,John Doe147
John Doe1,John Doe109,John Doe2,John Doe146,John Doe147,John Doe13,John Doe121,John Doe_goalie_5,John Doe145
John Doe1,John Doe109,John Doe2,John Doe3,John Doe147,John Doe121,John Doe157,John Doe_goalie_5,John Doe145
John Doe1,John Doe37,John Doe2,John Doe3,John Doe147,John Doe13,John Doe49,John Doe_goalie_6,John Doe145
John Doe1,John Doe163,John Doe2,John Doe3,John Doe75,John Doe85,John Doe175,John Doe_goalie_5,John Doe164
John Doe1,John Doe145,John Doe2,John Doe3,John Doe147,John Doe13,John Doe139,John Doe_goalie_5,John Doe149
John Doe1,John Doe163,John Doe2,John Doe3,John Doe114,John Doe121,John Doe175,John Doe_goalie_6,John Doe164
John Doe1,John Doe145,John Doe2,John Doe3,John Doe147,John Doe13,John Doe67,John Doe_goalie_5,John Doe150
John Doe1,John Doe145,John Doe2,John Doe3,John Doe131,John Doe13,John Doe139,John Doe_goalie_6,John Doe147
John Doe1,John Doe145,John Doe2,John Doe75,John Doe146,John Doe13,John Doe157,John Doe_goalie_5,John Doe147
John Doe1,John Doe40,John Doe2,John Doe3,John Doe147,John Doe13,John Doe49,John Doe_goalie_5,John Doe145
John Doe1,John Doe145,John Doe2,John Doe3,John Doe20,John Doe13,John Doe157,John Doe_goalie_5,John Doe147
John Doe1,John Doe145,John Doe2,John Doe3,John Doe147,John Doe13,John Doe175,John Doe_goalie_7,John Doe164
John Doe1,John Doe145,John Doe2,John Doe3,John Doe111,John Doe121,John Doe157,John Doe_goalie_6,John Doe147
John Doe1,John Doe145,John Doe2,John Doe3,John Doe147,John Doe13,John Doe175,John Doe_goalie_6,John Doe167
John Doe1,John Doe73,John Doe2,John Doe74,John Doe75,John Doe13,John Doe85,John Doe_goalie_5,John Doe145
John Doe1,John Doe145,John Doe2,John Doe3,John Doe20,John Doe13,John Doe31,John Doe_goalie_6,John Doe147
John Doe1,John Doe145,John Doe2,John Doe114,John Doe146,John Doe13,John Doe121,John Doe_goalie_6,John Doe147
John Doe1,John Doe109,John Doe2,John Doe146,John Doe147,John Doe121,John Doe157,John Doe_goalie_6,John Doe145
John Doe1,John Doe145,John Doe2,John Doe146,John Doe147,John Doe157,John Doe175,John Doe_goalie_5,John Doe163
John Doe1,John Doe145,John Doe2,John Doe146,John Doe147,John Doe13,John Doe67,John Doe_goalie_5,John Doe149
John Doe1,John Doe145,John Doe2,John Doe146,John Doe147,John Doe157,John Doe175,John Doe_goalie_6,John Doe164
John Doe1,John Doe163,John Doe2,John Doe3,John Doe60,John Doe67,John Doe175,John Doe_goalie_6,John Doe164
John Doe94,John Doe145,John Doe93,John Doe95,John Doe96,John Doe103,John Doe121,John Doe_goalie_6,John Doe147
John Doe1,John Doe145,John Doe2,John Doe146,John Doe147,John Doe13,John Doe139,John Doe_goalie_6,John Doe149
John Doe1,John Doe145,John Doe2,John Doe3,John Doe147,John Doe67,John Doe157,John Doe_goalie_5,John Doe149
John Doe1,John Doe145,John Doe2,John Doe3,John Doe147,John Doe139,John Doe157,John Doe_goalie_6,John Doe149
John Doe1,John Doe109,John Doe2,John Doe110,John Doe111,John Doe13,John Doe121,John Doe_goalie_6,John Doe145
John Doe1,John Doe145,John Doe2,John Doe3,John Doe93,John Doe103,John Doe157,John Doe_goalie_7,John Doe147
John Doe1,John Doe145,John Doe2,John Doe3,John Doe75,John Doe13,John Doe157,John Doe_goalie_7,John Doe147
John Doe1,John Doe163,John Doe2,John Doe3,John Doe5,John Doe139,John Doe175,John Doe_goalie_6,John Doe164
John Doe1,John Doe145,John Doe2,John Doe5,John Doe146,John Doe13,John Doe67,John Doe_goalie_6,John Doe147
John Doe1,John Doe145,John Doe2,John Doe3,John Doe164,John Doe13,John Doe157,John Doe_goalie_7,John Doe163
John Doe1,John Doe145,John Doe2,John Doe3,John Doe147,John Doe67,John Doe157,John Doe_goalie_6,John Doe150
John Doe1,John Doe145,John Doe2,John Doe3,John Doe147,John Doe13,John Doe103,John Doe_goalie_6,John Doe150
John Doe1,John Doe145,John Doe2,John Doe20,John Doe146,John Doe13,John Doe157,John Doe_goalie_6,John Doe147
John Doe1,John Doe40,John Doe2,John Doe146,John Doe147,John Doe13,John Doe49,John Doe_goalie_6,John Doe145
John Doe1,John Doe145,John Doe2,John Doe3,John Doe93,John Doe13,John Doe103,John Doe_goalie_9,John Doe147
John Doe1,John Doe94,John Doe95,John Doe96,John Doe147,John Doe13,John Doe103,John Doe_goalie_6,John Doe145
John Doe1,John Doe37,John Doe2,John Doe146,John Doe147,John Doe13,John Doe49,John Doe_goalie_5,John Doe145
John Doe1,John Doe163,John Doe2,John Doe3,John Doe5,John Doe121,John Doe175,John Doe_goalie_5,John Doe164
John Doe1,John Doe73,John Doe2,John Doe3,John Doe75,John Doe13,John Doe175,John Doe_goalie_5,John Doe163
John Doe1,John Doe40,John Doe2,John Doe3,John Doe147,John Doe49,John Doe157,John Doe_goalie_6,John Doe145
John Doe1,John Doe145,John Doe2,John Doe3,John Doe114,John Doe13,John Doe121,John Doe_goalie_7,John Doe147
John Doe1,John Doe37,John Doe2,John Doe3,John Doe147,John Doe49,John Doe157,John Doe_goalie_5,John Doe145
John Doe73,John Doe76,John Doe74,John Doe75,John Doe147,John Doe85,John Doe121,John Doe_goalie_5,John Doe145
John Doe1,John Doe76,John Doe2,John Doe164,John Doe165,John Doe85,John Doe175,John Doe_goalie_5,John Doe163
John Doe1,John Doe76,John Doe2,John Doe3,John Doe164,John Doe13,John Doe175,John Doe_goalie_5,John Doe163
John Doe1,John Doe73,John Doe2,John Doe3,John Doe75,John Doe13,John Doe121,John Doe_goalie_5,John Doe109
John Doe1,John Doe145,John Doe147,John Doe149,John Doe150,John Doe13,John Doe67,John Doe_goalie_6,John Doe148
John Doe1,John Doe73,John Doe2,John Doe74,John Doe75,John Doe13,John Doe121,John Doe_goalie_5,John Doe76
John Doe1,John Doe73,John Doe75,John Doe146,John Doe147,John Doe13,John Doe85,John Doe_goalie_5,John Doe145
John Doe1,John Doe163,John Doe2,John Doe3,John Doe75,John Doe13,John Doe85,John Doe_goalie_7,John Doe164
John Doe1,John Doe145,John Doe2,John Doe146,John Doe147,John Doe67,John Doe157,John Doe_goalie_6,John Doe149
John Doe1,John Doe145,John Doe2,John Doe131,John Doe146,John Doe13,John Doe139,John Doe_goalie_5,John Doe147
John Doe1,John Doe73,John Doe2,John Doe3,John Doe75,John Doe13,John Doe157,John Doe_goalie_5,John Doe145
John Doe1,John Doe145,John Doe2,John Doe3,John Doe131,John Doe139,John Doe157,John Doe_goalie_5,John Doe147
John Doe94,John Doe145,John Doe95,John Doe96,John Doe164,John Doe103,John Doe175,John Doe_goalie_6,John Doe163
John Doe1,John Doe91,John Doe2,John Doe3,John Doe93,John Doe13,John Doe121,John Doe_goalie_6,John Doe94
John Doe94,John Doe145,John Doe93,John Doe95,John Doe96,John Doe67,John Doe157,John Doe_goalie_6,John Doe147
John Doe1,John Doe91,John Doe93,John Doe95,John Doe96,John Doe103,John Doe121,John Doe_goalie_6,John Doe94
John Doe1,John Doe94,John Doe2,John Doe93,John Doe95,John Doe67,John Doe103,John Doe_goalie_6,John Doe96
John Doe1,John Doe94,John Doe2,John Doe3,John Doe164,John Doe103,John Doe175,John Doe_goalie_6,John Doe163
John Doe1,John Doe145,John Doe2,John Doe3,John Doe5,John Doe13,John Doe67,John Doe_goalie_7,John Doe147
John Doe1,John Doe109,John Doe2,John Doe3,John Doe75,John Doe85,John Doe121,John Doe_goalie_5,John Doe111
John Doe1,John Doe145,John Doe2,John Doe20,John Doe146,John Doe13,John Doe31,John Doe_goalie_5,John Doe147
John Doe1,John Doe163,John Doe2,John Doe3,John Doe20,John Doe13,John Doe175,John Doe_goalie_6,John Doe21
John Doe1,John Doe145,John Doe2,John Doe146,John Doe147,John Doe13,John Doe175,John Doe_goalie_5,John Doe167
John Doe1,John Doe109,John Doe2,John Doe3,John Doe111,John Doe13,John Doe121,John Doe_goalie_7,John Doe145
John Doe1,John Doe145,John Doe2,John Doe3,John Doe147,John Doe157,John Doe175,John Doe_goalie_5,John Doe167
John Doe1,John Doe109,John Doe2,John Doe3,John Doe20,John Doe13,John Doe121,John Doe_goalie_6,John Doe21
John Doe1,John Doe109,John Doe2,John Doe3,John Doe111,John Doe13,John Doe157,John Doe_goalie_6,John Doe145
John Doe1,John Doe109,John Doe2,John Doe3,John Doe111,John Doe121,John Doe139,John Doe_goalie_6,John Doe114
John Doe1,John Doe163,John Doe2,John Doe3,John Doe114,John Doe13,John Doe121,John Doe_goalie_7,John Doe164
John Doe1,John Doe145,John Doe2,John Doe114,John Doe146,John Doe121,John Doe157,John Doe_goalie_5,John Doe147
John Doe1,John Doe94,John Doe95,John Doe96,John Doe164,John Doe13,John Doe175,John Doe_goalie_6,John Doe163
John Doe1,John Doe145,John Doe2,John Doe75,John Doe146,John Doe13,John Doe85,John Doe_goalie_7,John Doe147
John Doe1,John Doe37,John Doe2,John Doe146,John Doe147,John Doe49,John Doe157,John Doe_goalie_6,John Doe145
John Doe1,John Doe94,John Doe2,John Doe146,John Doe147,John Doe13,John Doe103,John Doe_goalie_6,John Doe145
John Doe1,John Doe73,John Doe74,John Doe75,John Doe147,John Doe85,John Doe157,John Doe_goalie_7,John Doe145
John Doe1,John Doe73,John Doe2,John Doe74,John Doe75,John Doe13,John Doe157,John Doe_goalie_7,John Doe145
John Doe109,John Doe145,John Doe147,John Doe149,John Doe150,John Doe67,John Doe121,John Doe_goalie_6,John Doe148
John Doe1,John Doe145,John Doe147,John Doe149,John Doe150,John Doe13,John Doe121,John Doe_goalie_5,John Doe148
John Doe1,John Doe163,John Doe2,John Doe3,John Doe164,John Doe121,John Doe175,John Doe_goalie_7,John Doe167
John Doe1,John Doe91,John Doe2,John Doe3,John Doe75,John Doe13,John Doe85,John Doe_goalie_7,John Doe93
John Doe1,John Doe76,John Doe2,John Doe3,John Doe75,John Doe13,John Doe67,John Doe_goalie_5,John Doe77
John Doe1,John Doe145,John Doe2,John Doe3,John Doe147,John Doe13,John Doe49,John Doe_goalie_7,John Doe149
John Doe1,John Doe40,John Doe2,John Doe41,John Doe42,John Doe13,John Doe49,John Doe_goalie_6,John Doe145
John Doe1,John Doe145,John Doe2,John Doe3,John Doe20,John Doe13,John Doe157,John Doe_goalie_6,John Doe21
John Doe1,John Doe145,John Doe2,John Doe146,John Doe147,John Doe139,John Doe157,John Doe_goalie_5,John Doe149
John Doe1,John Doe145,John Doe146,John Doe147,John Doe149,John Doe13,John Doe121,John Doe_goalie_6,John Doe150
